net,length_um
multiplier_inst.man_final\[10\],30.8µm
_2016_,30.76µm
_3253_,30.76µm
_3526_,30.7µm
_2097_,30.64µm
_3002_,30.58µm
_1431_,30.52µm
_3079_,30.52µm
_1131_,30.5µm
_3393_,30.46µm
_0565_,30.42µm
_3432_,30.345µm
_3715_,30.34µm
_0531_,30.3µm
_2828_,30.3µm
_2555_,30.28µm
_4297_,30.28µm
net45,30.28µm
_0554_,30.26µm
_3043_,30.235µm
_1389_,30.22µm
_0572_,30.2µm
_0919_,30.16µm
_2611_,30.12µm
_3838_,30.12µm
_3960_,30.12µm
_1759_,30.08µm
_3159_,30.08µm
net473,30.08µm
_1638_,30.06µm
_3964_,30.06µm
_2732_,30.05µm
_1353_,30.04µm
_1708_,30.04µm
_0984_,29.98µm
_2757_,29.98µm
_4231_,29.96µm
_4095_,29.9µm
_1699_,29.88µm
_1509_,29.86µm
_1571_,29.84µm
_4067_,29.8µm
_2865_,29.78µm
_4200_,29.78µm
_3126_,29.76µm
net40,29.7µm
_2989_,29.54µm
_1874_,29.52µm
_0764_,29.5µm
adder_inst.i_a\[15\],29.5µm
_3290_,29.48µm
adder_inst.man_a_r\[21\],29.48µm
_1430_,29.46µm
_4082_,29.42µm
_0989_,29.38µm
_2492_,29.375µm
_1915_,29.36µm
_3218_,29.32µm
adder_inst.man_a_r\[15\],29.32µm
_3963_,29.3µm
_2468_,29.26µm
_0812_,29.24µm
_4483_,29.2µm
_1816_,29.18µm
multiplier_inst.man_final_r\[20\],29.18µm
net51,29.16µm
adder_inst.exp_a_r\[4\],29.155µm
_0858_,29.14µm
adder_inst.i_vld_r2,29.12µm
_1976_,29.04µm
_4269_,29.02µm
_4354_,29.02µm
_4272_,29µm
adder_inst.exp_b\[0\],29µm
_2182_,28.97µm
_2112_,28.94µm
_1448_,28.92µm
_1045_,28.9µm
_2193_,28.9µm
_3408_,28.9µm
_1747_,28.86µm
_2292_,28.85µm
_3199_,28.84µm
_3513_,28.74µm
adder_inst.exp_b\[4\],28.72µm
_2024_,28.66µm
_0509_,28.64µm
_1527_,28.64µm
_1828_,28.54µm
_0777_,28.48µm
_3326_,28.48µm
_3793_,28.42µm
_3845_,28.38µm
multiplier_inst.man_final\[3\],28.36µm
_0423_,28.34µm
_1880_,28.34µm
_1011_,28.28µm
_1148_,28.24µm
_2985_,28.22µm
_2517_,28.2µm
_4034_,28.2µm
_3974_,28.18µm
_2022_,28.08µm
_3976_,28.04µm
_3185_,28µm
_1162_,27.96µm
_1830_,27.96µm
_1510_,27.83µm
_1723_,27.8µm
_3327_,27.685µm
_4123_,27.67µm
_4536_,27.62µm
_2036_,27.6µm
_2073_,27.58µm
_2795_,27.54µm
_1700_,27.52µm
_2527_,27.46µm
_0575_,27.44µm
_2258_,27.42µm
_1806_,27.38µm
_2598_,27.34µm
_1620_,27.28µm
_3154_,27.28µm
_0899_,27.26µm
_3804_,27.22µm
_3927_,27.22µm
_1410_,27.2µm
_1572_,27.1µm
_4109_,27.1µm
_2553_,27.06µm
_2187_,27.02µm
_2901_,27µm
_1058_,26.96µm
_1269_,26.96µm
_1295_,26.96µm
_2043_,26.96µm
_3461_,26.94µm
net30,26.92µm
_4094_,26.905µm
adder_inst.i_b\[16\],26.9µm
_1642_,26.88µm
_1296_,26.86µm
_1733_,26.86µm
_1851_,26.82µm
_3304_,26.81µm
_0490_,26.78µm
_1742_,26.78µm
_2184_,26.78µm
_2835_,26.78µm
_2986_,26.74µm
_3993_,26.74µm
_4056_,26.7µm
_2776_,26.68µm
_1654_,26.67µm
clknet_leaf_10_clk,26.6µm
_2281_,26.56µm
_2433_,26.56µm
_1951_,26.54µm
_4342_,26.52µm
_2370_,26.46µm
_0659_,26.45µm
_2157_,26.45µm
_0674_,26.44µm
_2021_,26.44µm
_3284_,26.42µm
_1435_,26.4µm
_2550_,26.32µm
_2682_,26.3µm
_4033_,26.3µm
_1885_,26.26µm
_1650_,26.18µm
_4514_,26.14µm
_1056_,26.1µm
_3248_,26.1µm
_3386_,26.04µm
adder_inst.i_b\[18\],26µm
_1652_,25.96µm
_0761_,25.86µm
_2101_,25.85µm
_3148_,25.82µm
_3912_,25.78µm
_1800_,25.74µm
_1829_,25.72µm
_0673_,25.68µm
_1474_,25.68µm
_0499_,25.66µm
_0073_,25.64µm
_3026_,25.62µm
_3396_,25.605µm
_1385_,25.6µm
net602,25.58µm
_2081_,25.56µm
adder_inst.i_a\[11\],25.54µm
_4187_,25.5µm
_3243_,25.48µm
_2155_,25.44µm
_3470_,25.44µm
adder_inst.man_b_r\[20\],25.44µm
_2309_,25.36µm
net79,25.3µm
_2546_,25.27µm
_4088_,25.26µm
_3356_,25.22µm
_3626_,25.22µm
_4050_,25.22µm
_2239_,25.2µm
_2819_,25.2µm
_1126_,25.16µm
_3642_,25.14µm
_3830_,25.14µm
_4169_,25.12µm
_3121_,25.1µm
_2766_,25.08µm
_2882_,25.08µm
_0896_,25.06µm
net752,25.06µm
_2168_,25.04µm
mul_res\[12\],25.04µm
_3412_,25µm
_2477_,24.96µm
_3727_,24.96µm
_3933_,24.96µm
adder_inst.man_b\[23\],24.96µm
_1432_,24.94µm
_3991_,24.94µm
_4042_,24.94µm
_3391_,24.9µm
_4147_,24.9µm
net53,24.9µm
_2178_,24.88µm
_2792_,24.88µm
_3848_,24.88µm
_1276_,24.86µm
_3847_,24.84µm
_3127_,24.82µm
_3264_,24.82µm
_0514_,24.8µm
_1135_,24.8µm
_1906_,24.8µm
_1646_,24.78µm
_3314_,24.72µm
_3611_,24.72µm
_4458_,24.72µm
_0863_,24.68µm
_3019_,24.68µm
_3293_,24.66µm
_3719_,24.66µm
_3405_,24.64µm
_2071_,24.6µm
_2699_,24.6µm
_1253_,24.58µm
_3865_,24.58µm
_1619_,24.54µm
multiplier_inst.sign_res,24.52µm
adder_inst.exp_b\[1\],24.46µm
_3524_,24.44µm
_4146_,24.42µm
_4418_,24.42µm
_0778_,24.4µm
_3837_,24.39µm
_2150_,24.38µm
adder_inst.i_b\[11\],24.36µm
_4054_,24.34µm
_1476_,24.32µm
_4135_,24.32µm
mul_res\[13\],24.3µm
_2174_,24.26µm
_3883_,24.24µm
multiplier_inst.man_final_r\[19\],24.22µm
_2298_,24.18µm
net734,24.18µm
_0491_,24.13µm
_0851_,24.12µm
_1731_,24.12µm
_3860_,24.1µm
_4386_,24.06µm
_1618_,24.04µm
_3591_,24.04µm
_3676_,24.02µm
_4351_,24.02µm
_3164_,23.96µm
_0534_,23.94µm
_2232_,23.94µm
_4282_,23.92µm
_4173_,23.9µm
adder_inst.exp_a\[0\],23.9µm
_3399_,23.88µm
_0853_,23.86µm
_1336_,23.86µm
_2231_,23.84µm
_2349_,23.78µm
adder_inst.man_a_r\[14\],23.78µm
_1115_,23.76µm
adder_inst.i_a\[21\],23.76µm
_1140_,23.72µm
adder_inst.man_a_r\[19\],23.64µm
_0605_,23.6µm
_0661_,23.6µm
_0745_,23.6µm
_4225_,23.6µm
_0870_,23.56µm
_3081_,23.54µm
net581,23.52µm
_1655_,23.5µm
adder_inst.man_a_r\[18\],23.48µm
_2415_,23.46µm
_2029_,23.44µm
_4100_,23.44µm
_0964_,23.425µm
_1771_,23.42µm
_1922_,23.42µm
_3370_,23.42µm
_1468_,23.4µm
clknet_leaf_21_clk,23.38µm
_3298_,23.34µm
multiplier_inst.overflow_calc_r,23.32µm
_2898_,23.3µm
adder_inst.sum_raw_r\[19\],23.3µm
_2229_,23.26µm
_2240_,23.26µm
_1513_,23.24µm
_0790_,23.18µm
_2310_,23.18µm
_4110_,23.14µm
_2004_,23.13µm
_1279_,23.12µm
net600,23.1µm
_2978_,23.045µm
_0912_,22.98µm
_3955_,22.98µm
_3474_,22.965µm
_1351_,22.96µm
_1764_,22.96µm
_3763_,22.96µm
_2490_,22.94µm
_4140_,22.93µm
_1034_,22.9µm
_3756_,22.9µm
_3901_,22.895µm
_1475_,22.88µm
net561,22.88µm
_4503_,22.86µm
multiplier_inst.man_final_r\[13\],22.86µm
_2810_,22.84µm
_4449_,22.84µm
net631,22.8µm
_0581_,22.78µm
_1508_,22.76µm
_1592_,22.76µm
multiplier_inst.exp_final\[1\],22.76µm
_3675_,22.74µm
_3663_,22.705µm
_1855_,22.7µm
_0894_,22.68µm
_1170_,22.68µm
_3954_,22.64µm
_0871_,22.62µm
_2091_,22.62µm
_3351_,22.62µm
_3653_,22.6µm
_2316_,22.58µm
_1284_,22.56µm
_2683_,22.56µm
_3931_,22.55µm
_2121_,22.545µm
adder_inst.exp_a_r\[7\],22.54µm
_2586_,22.52µm
_3311_,22.52µm
_3714_,22.52µm
_2041_,22.5µm
_2616_,22.5µm
_3003_,22.46µm
_3230_,22.46µm
_2026_,22.4µm
_0897_,22.38µm
_3076_,22.38µm
_3583_,22.38µm
_1969_,22.36µm
_4534_,22.36µm
_1858_,22.34µm
_3990_,22.3µm
_2348_,22.26µm
_1074_,22.24µm
net132,22.24µm
_3662_,22.22µm
_4018_,22.22µm
adder_inst.is_inf_a_r,22.2µm
_1071_,22.165µm
_1334_,22.16µm
_4071_,22.14µm
_1382_,22.12µm
_0979_,22.1µm
_1316_,22.1µm
_1956_,22.1µm
_4079_,22.055µm
_1335_,22.04µm
_3657_,22.04µm
_1883_,22.02µm
_1480_,22µm
_2301_,22µm
_1791_,21.98µm
_1617_,21.96µm
_0779_,21.94µm
_2103_,21.94µm
_4522_,21.94µm
net56,21.94µm
_3670_,21.92µm
_4177_,21.92µm
multiplier_inst.man_final_r\[15\],21.9µm
_0067_,21.88µm
_1863_,21.88µm
_4383_,21.88µm
adder_inst.exp_a\[4\],21.88µm
net61,21.88µm
_3020_,21.86µm
_2918_,21.82µm
multiplier_inst.exp_final\[4\],21.8µm
_3926_,21.76µm
net592,21.76µm
_2294_,21.74µm
_3220_,21.7µm
_4170_,21.7µm
_3233_,21.68µm
_3240_,21.68µm
_0464_,21.66µm
_3165_,21.66µm
_4235_,21.66µm
_0763_,21.64µm
_3279_,21.64µm
_2836_,21.56µm
_0920_,21.54µm
adder_inst.i_a\[0\],21.52µm
_0620_,21.46µm
_2242_,21.39µm
_2642_,21.39µm
_2409_,21.38µm
_3870_,21.38µm
_3952_,21.375µm
_1235_,21.35µm
_3664_,21.34µm
_3638_,21.32µm
net568,21.31µm
_2456_,21.27µm
_1369_,21.24µm
_1529_,21.22µm
_4127_,21.22µm
multiplier_inst.exp_final_r\[2\],21.22µm
_0059_,21.2µm
_2392_,21.2µm
_3097_,21.2µm
_3517_,21.2µm
_2015_,21.18µm
_3065_,21.18µm
net48,21.17µm
_2473_,21.16µm
_2410_,21.125µm
adder_inst.exp_a\[1\],21.12µm
multiplier_inst.exp_final\[5\],21.12µm
_3892_,21.1µm
_3973_,21.1µm
_1960_,21.08µm
_2972_,21.045µm
_1706_,21.04µm
_3595_,21.04µm
_4373_,21.04µm
_1437_,20.98µm
_0671_,20.96µm
_0453_,20.92µm
net567,20.9µm
_2007_,20.88µm
_0987_,20.82µm
_4096_,20.8µm
_0545_,20.78µm
_4058_,20.76µm
_4010_,20.74µm
_2875_,20.66µm
_2291_,20.6µm
_0967_,20.56µm
_3646_,20.56µm
_2954_,20.54µm
_3089_,20.54µm
_1105_,20.52µm
_0591_,20.48µm
_3241_,20.48µm
_3277_,20.48µm
_4139_,20.48µm
_2834_,20.46µm
_1313_,20.4µm
_1317_,20.4µm
_3140_,20.4µm
_2971_,20.36µm
_3129_,20.36µm
_1546_,20.28µm
_1904_,20.28µm
_2631_,20.26µm
_3849_,20.24µm
_4305_,20.24µm
_2400_,20.2µm
_3250_,20.2µm
_0590_,20.16µm
_2099_,20.16µm
_3483_,20.135µm
adder_inst.sum_raw_r\[20\],20.12µm
_0025_,20.1µm
_2120_,20.1µm
_3378_,20.1µm
_2849_,20.08µm
_1258_,20.06µm
_1012_,20.04µm
_0068_,19.98µm
_0600_,19.98µm
_4504_,19.98µm
net823,19.98µm
multiplier_inst.exp_final_r\[0\],19.94µm
_3157_,19.92µm
_2060_,19.9µm
_3799_,19.9µm
adder_inst.man_b_r\[13\],19.9µm
_1406_,19.88µm
_3911_,19.88µm
adder_inst.exp_b_r\[6\],19.88µm
_2262_,19.87µm
_1575_,19.86µm
_0640_,19.84µm
adder_inst.exp_a\[3\],19.82µm
_3946_,19.8µm
_4398_,19.78µm
_0443_,19.74µm
_1416_,19.74µm
_3208_,19.74µm
i_a[23],19.74µm
net54,19.74µm
net57,19.74µm
_1167_,19.705µm
_1119_,19.64µm
_1801_,19.64µm
_3299_,19.63µm
_3687_,19.62µm
_4053_,19.61µm
_1018_,19.6µm
_2089_,19.6µm
_3859_,19.58µm
_4153_,19.57µm
_1857_,19.54µm
_2500_,19.54µm
adder_inst.sum_raw\[24\],19.54µm
_1852_,19.5µm
_0806_,19.44µm
_1222_,19.44µm
_0444_,19.36µm
_3936_,19.3µm
_0955_,19.26µm
_3153_,19.24µm
_1930_,19.2µm
_2042_,19.2µm
_3204_,19.2µm
_2913_,19.18µm
_3191_,19.18µm
_3903_,19.18µm
_1079_,19.16µm
_4108_,19.14µm
net827,19.14µm
_1914_,19.12µm
_1291_,19.1µm
_0553_,19.08µm
_1078_,19.08µm
_1608_,19.08µm
_1760_,19.08µm
_1439_,19.075µm
_2623_,19.06µm
_3374_,19.06µm
_4025_,19.06µm
net59,19.06µm
_1810_,19.04µm
adder_inst.man_b_r\[10\],19.04µm
_0744_,19µm
_1585_,19µm
_2534_,18.98µm
_3098_,18.96µm
_1528_,18.94µm
_3149_,18.94µm
_3861_,18.94µm
_4020_,18.94µm
_1750_,18.92µm
_4064_,18.92µm
_0657_,18.9µm
_1736_,18.86µm
_0669_,18.8µm
_1240_,18.78µm
_1775_,18.78µm
net645,18.78µm
_1098_,18.74µm
_3278_,18.74µm
_4472_,18.74µm
adder_inst.exp_b\[7\],18.74µm
_0765_,18.72µm
_0508_,18.7µm
_0027_,18.68µm
_2075_,18.66µm
_2244_,18.66µm
_1059_,18.635µm
_2597_,18.6µm
_2789_,18.6µm
_3589_,18.6µm
_0950_,18.58µm
_3880_,18.58µm
_0840_,18.57µm
_1715_,18.56µm
_1766_,18.56µm
_2087_,18.54µm
_0426_,18.52µm
_3596_,18.52µm
_3918_,18.52µm
_2960_,18.5µm
net550,18.5µm
_1377_,18.48µm
_1999_,18.48µm
_2025_,18.48µm
_2202_,18.48µm
net87,18.46µm
_1805_,18.44µm
_4012_,18.44µm
net642,18.44µm
_2719_,18.42µm
_3617_,18.4µm
adder_inst.sum_raw_r\[24\],18.4µm
_3758_,18.39µm
_4457_,18.38µm
net849,18.38µm
_1027_,18.36µm
_1099_,18.34µm
_2418_,18.34µm
_1721_,18.33µm
_3144_,18.32µm
_0571_,18.31µm
_1943_,18.3µm
adder_inst.exp_b\[2\],18.3µm
_3661_,18.28µm
_0589_,18.26µm
_1779_,18.26µm
_4121_,18.26µm
_0701_,18.24µm
_2439_,18.24µm
_3609_,18.24µm
_3286_,18.23µm
_1094_,18.2µm
net738,18.2µm
_1452_,18.18µm
_2868_,18.16µm
adder_inst.man_b_r\[3\],18.14µm
_1414_,18.12µm
_1206_,18.1µm
_1550_,18.1µm
_2480_,18.1µm
_2803_,18.1µm
_0558_,18.08µm
_1752_,18.04µm
net685,18.04µm
_0576_,18.02µm
_2384_,18.02µm
_3544_,18.02µm
_0699_,18.01µm
_0683_,18µm
_1281_,17.98µm
_3105_,17.98µm
_3857_,17.98µm
_0660_,17.96µm
_2358_,17.96µm
_2787_,17.94µm
_4221_,17.94µm
_2054_,17.92µm
_2633_,17.92µm
_1381_,17.9µm
_2983_,17.9µm
_3757_,17.9µm
_1021_,17.88µm
_1384_,17.88µm
net552,17.88µm
net852,17.88µm
_3967_,17.86µm
_1824_,17.84µm
_3889_,17.835µm
_2445_,17.82µm
_2127_,17.815µm
_2958_,17.775µm
_2644_,17.76µm
_4396_,17.76µm
_1920_,17.74µm
_3811_,17.74µm
_0874_,17.72µm
_4016_,17.72µm
_4551_,17.72µm
_0849_,17.7µm
_0914_,17.7µm
_3433_,17.7µm
_0446_,17.66µm
_1216_,17.64µm
_2888_,17.64µm
_3389_,17.64µm
_3718_,17.64µm
net102,17.64µm
_4047_,17.605µm
_0653_,17.6µm
_1974_,17.6µm
_3778_,17.6µm
_0825_,17.58µm
_1606_,17.58µm
_1463_,17.56µm
_2442_,17.56µm
_2612_,17.56µm
_2735_,17.56µm
_3443_,17.56µm
_1778_,17.52µm
_2897_,17.52µm
_3819_,17.52µm
adder_inst.i_a\[6\],17.52µm
_2297_,17.455µm
adder_inst.sign_a_r,17.44µm
_3522_,17.42µm
_3639_,17.42µm
_1292_,17.4µm
_2434_,17.4µm
_3251_,17.4µm
_0839_,17.37µm
_4260_,17.36µm
_2727_,17.35µm
_0011_,17.34µm
_2179_,17.34µm
_3288_,17.34µm
_3506_,17.34µm
_3401_,17.32µm
adder_inst.i_b\[2\],17.32µm
net27,17.3µm
_2346_,17.28µm
_4065_,17.26µm
_1096_,17.24µm
_2601_,17.24µm
_3136_,17.24µm
_4258_,17.22µm
_1033_,17.2µm
_1231_,17.16µm
_0875_,17.14µm
_2096_,17.12µm
_3038_,17.12µm
adder_inst.exp_a\[2\],17.12µm
_2802_,17.1µm
_3761_,17.1µm
_0623_,17.06µm
_1199_,17.06µm
_1537_,17.06µm
net118,17.06µm
_1651_,17.05µm
_1663_,17.04µm
_3696_,17.02µm
_3795_,17.02µm
adder_inst.man_b_r\[11\],17.02µm
net751,17.02µm
_2092_,17µm
_1117_,16.98µm
_2115_,16.98µm
_3007_,16.98µm
_4494_,16.98µm
_2767_,16.96µm
_1429_,16.94µm
_3010_,16.94µm
_4072_,16.94µm
_1151_,16.9µm
_2371_,16.88µm
_3114_,16.88µm
_2012_,16.86µm
_2215_,16.86µm
mul_res\[21\],16.86µm
_0785_,16.855µm
_0459_,16.84µm
_1442_,16.84µm
_3190_,16.82µm
adder_inst.i_a\[16\],16.82µm
net660,16.82µm
_0626_,16.81µm
_2833_,16.8µm
net44,16.8µm
_1864_,16.78µm
_3755_,16.78µm
_3928_,16.78µm
_1075_,16.76µm
_2575_,16.76µm
_0422_,16.74µm
_0862_,16.735µm
_1574_,16.72µm
_2606_,16.72µm
_3780_,16.72µm
_4160_,16.72µm
_4538_,16.72µm
_1639_,16.68µm
_3305_,16.68µm
_2609_,16.66µm
_3932_,16.66µm
_0595_,16.64µm
_3160_,16.64µm
_3210_,16.64µm
_1303_,16.62µm
_2890_,16.6µm
_3721_,16.6µm
_0593_,16.58µm
_1069_,16.56µm
_1826_,16.48µm
_2246_,16.48µm
_2308_,16.48µm
_2826_,16.48µm
_3489_,16.48µm
adder_inst.man_b_r\[16\],16.46µm
_1774_,16.45µm
_1409_,16.44µm
_1802_,16.44µm
_1938_,16.44µm
_2519_,16.44µm
_4352_,16.44µm
_4355_,16.44µm
add_res\[31\],16.44µm
net753,16.44µm
_1862_,16.43µm
_0970_,16.4µm
_1521_,16.36µm
_1568_,16.36µm
_2587_,16.36µm
_2984_,16.36µm
net147,16.36µm
_1363_,16.32µm
_0822_,16.3µm
_3178_,16.29µm
_2942_,16.28µm
_3023_,16.28µm
_0888_,16.27µm
_0454_,16.26µm
_2497_,16.26µm
_4176_,16.26µm
_0016_,16.22µm
_1808_,16.22µm
net15,16.22µm
net662,16.22µm
_3995_,16.215µm
_1882_,16.2µm
_1493_,16.18µm
_3092_,16.18µm
_3917_,16.18µm
_2844_,16.17µm
_2177_,16.16µm
_2440_,16.16µm
_3762_,16.16µm
_3945_,16.16µm
_3984_,16.16µm
_4038_,16.16µm
_0447_,16.14µm
_0526_,16.14µm
_0751_,16.14µm
_1190_,16.14µm
_3712_,16.14µm
_4261_,16.1µm
_0478_,16.08µm
_3894_,16.08µm
net90,16.08µm
_0421_,16.06µm
_1169_,16.06µm
_3390_,16.04µm
_3736_,16.04µm
multiplier_inst.exp_final\[7\],16.04µm
_1301_,16.02µm
_0037_,15.98µm
_1338_,15.98µm
_2171_,15.975µm
_1713_,15.96µm
_1076_,15.94µm
_1315_,15.94µm
_1602_,15.94µm
_1896_,15.94µm
_2926_,15.94µm
_3068_,15.94µm
_3123_,15.94µm
net644,15.94µm
_1339_,15.92µm
_2070_,15.92µm
_3343_,15.92µm
_4414_,15.92µm
_4487_,15.92µm
_2578_,15.9µm
_2871_,15.9µm
_1444_,15.88µm
_4322_,15.88µm
net31,15.88µm
net750,15.88µm
_1342_,15.86µm
_4542_,15.86µm
_0689_,15.84µm
_1998_,15.84µm
net741,15.84µm
_0926_,15.82µm
_1579_,15.82µm
_1740_,15.82µm
_2449_,15.82µm
_2974_,15.82µm
_4317_,15.82µm
_2153_,15.8µm
_3411_,15.8µm
_2841_,15.76µm
_1036_,15.74µm
_1107_,15.74µm
_2129_,15.74µm
_4500_,15.74µm
_1002_,15.72µm
_2684_,15.72µm
_3077_,15.72µm
_3688_,15.72µm
_4529_,15.72µm
_3853_,15.7µm
_3879_,15.7µm
_3700_,15.68µm
_4470_,15.68µm
_1901_,15.64µm
net748,15.625µm
_0520_,15.62µm
_0598_,15.6µm
_0632_,15.6µm
_0722_,15.6µm
_1271_,15.59µm
_0052_,15.58µm
_2981_,15.58µm
_2715_,15.56µm
_3764_,15.56µm
_1533_,15.54µm
_2700_,15.54µm
_4174_,15.53µm
_2402_,15.52µm
adder_inst.exp_a\[6\],15.5µm
_1285_,15.48µm
_1613_,15.48µm
_0866_,15.46µm
_2646_,15.46µm
net763,15.46µm
_1660_,15.44µm
_3307_,15.44µm
_3332_,15.44µm
net650,15.44µm
_1957_,15.43µm
_4204_,15.42µm
_2111_,15.4µm
_2394_,15.4µm
_3323_,15.4µm
_0719_,15.38µm
_2208_,15.38µm
_4428_,15.38µm
adder_inst.i_vld,15.38µm
_2373_,15.36µm
_2635_,15.34µm
_2651_,15.34µm
_3434_,15.34µm
_0902_,15.32µm
_2743_,15.32µm
adder_inst.i_a\[18\],15.32µm
_0449_,15.3µm
_1246_,15.3µm
_1504_,15.3µm
_2207_,15.3µm
_3202_,15.3µm
_1314_,15.26µm
_2002_,15.26µm
_4052_,15.245µm
_1636_,15.24µm
_2057_,15.24µm
adder_inst.i_b\[21\],15.22µm
_1517_,15.2µm
_0495_,15.18µm
_0786_,15.18µm
_1333_,15.18µm
_2496_,15.18µm
_4201_,15.18µm
_0582_,15.14µm
_1228_,15.14µm
_2401_,15.14µm
_3310_,15.14µm
adder_inst.man_b_r\[6\],15.14µm
_0958_,15.12µm
_4036_,15.1µm
_4046_,15.1µm
adder_inst.i_b\[20\],15.1µm
_3996_,15.095µm
_1226_,15.08µm
_3982_,15.08µm
_0910_,15.06µm
_4387_,15.06µm
_4433_,15.06µm
multiplier_inst.man_final\[13\],15.06µm
_2929_,15.04µm
net34,15.04µm
_0628_,15.02µm
_1139_,15.02µm
_1710_,15.02µm
_3485_,15.02µm
_3783_,15.02µm
_0983_,15µm
_2520_,15µm
_2746_,15µm
_2154_,14.98µm
_2801_,14.98µm
net9,14.98µm
_1875_,14.95µm
_2790_,14.945µm
_0859_,14.94µm
_0900_,14.94µm
_1465_,14.94µm
_3419_,14.94µm
_3245_,14.93µm
_1818_,14.92µm
_1984_,14.92µm
adder_inst.sum_raw\[15\],14.92µm
_0515_,14.9µm
_2556_,14.9µm
_4496_,14.9µm
_0002_,14.88µm
_2853_,14.88µm
_2996_,14.88µm
_2130_,14.87µm
_0532_,14.86µm
_0929_,14.86µm
_1092_,14.86µm
_1290_,14.86µm
_0829_,14.84µm
_0865_,14.84µm
_1514_,14.84µm
_2661_,14.84µm
adder_inst.i_b\[9\],14.84µm
_2938_,14.82µm
_2436_,14.8µm
_2947_,14.8µm
adder_inst.i_b\[14\],14.8µm
_4349_,14.78µm
net821,14.78µm
_3891_,14.745µm
_0907_,14.74µm
_0438_,14.72µm
_0720_,14.72µm
_1726_,14.72µm
_1789_,14.72µm
_3291_,14.72µm
_4023_,14.72µm
_0681_,14.7µm
_1819_,14.7µm
_3158_,14.7µm
_0055_,14.68µm
_1340_,14.68µm
_2228_,14.68µm
_2953_,14.68µm
adder_inst.i_b\[17\],14.68µm
_1060_,14.66µm
_1168_,14.66µm
_1860_,14.66µm
_2493_,14.66µm
_2671_,14.66µm
_2718_,14.66µm
_2867_,14.63µm
_3789_,14.62µm
_3978_,14.6µm
_4279_,14.6µm
_3444_,14.58µm
_1854_,14.56µm
_1991_,14.56µm
_2165_,14.56µm
_3697_,14.56µm
multiplier_inst.man_final_r\[12\],14.56µm
_2771_,14.53µm
_0718_,14.52µm
_1497_,14.5µm
net24,14.5µm
_0750_,14.48µm
_1538_,14.48µm
_2069_,14.48µm
_4219_,14.48µm
_0823_,14.46µm
_4193_,14.46µm
_2821_,14.455µm
_2467_,14.44µm
_3266_,14.44µm
_3673_,14.44µm
_3796_,14.44µm
_0009_,14.42µm
_0668_,14.42µm
_2412_,14.42µm
_2881_,14.42µm
_3554_,14.42µm
_1245_,14.4µm
_2716_,14.4µm
_1887_,14.38µm
_3018_,14.38µm
_1326_,14.36µm
_2095_,14.34µm
_2962_,14.34µm
_3049_,14.34µm
_0507_,14.32µm
_0521_,14.32µm
_0799_,14.32µm
_1210_,14.32µm
_1470_,14.32µm
_0913_,14.3µm
_1155_,14.3µm
_2544_,14.3µm
_2945_,14.295µm
_2037_,14.28µm
_1696_,14.26µm
adder_inst.i_b\[3\],14.26µm
_1605_,14.24µm
_1023_,14.22µm
_1421_,14.22µm
_1691_,14.22µm
_1859_,14.22µm
_1931_,14.22µm
multiplier_inst.man_final\[12\],14.22µm
_1280_,14.21µm
_4268_,14.2µm
_2930_,14.18µm
_1905_,14.16µm
_0093_,14.14µm
_0496_,14.14µm
_0536_,14.14µm
_0682_,14.14µm
_1039_,14.14µm
_1753_,14.14µm
_4183_,14.12µm
_0760_,14.11µm
_1289_,14.1µm
_1563_,14.1µm
_3221_,14.1µm
_3318_,14.1µm
_1455_,14.08µm
_2377_,14.08µm
_0556_,14.06µm
_0724_,14.06µm
_0996_,14.06µm
_2545_,14.02µm
_3247_,14.02µm
net692,14.02µm
_2198_,14.01µm
_0557_,14µm
_1375_,14µm
_3322_,14µm
_3497_,13.98µm
_1884_,13.96µm
_4083_,13.96µm
_0971_,13.92µm
_1662_,13.92µm
_1551_,13.88µm
_1989_,13.88µm
_2608_,13.88µm
_2910_,13.88µm
_3632_,13.88µm
_3186_,13.87µm
_2533_,13.845µm
_1645_,13.84µm
adder_inst.i_a\[9\],13.84µm
_1888_,13.82µm
_0696_,13.8µm
_1364_,13.8µm
_2365_,13.8µm
_3162_,13.8µm
_0852_,13.78µm
_1694_,13.77µm
_1718_,13.76µm
_2199_,13.76µm
_2558_,13.76µm
_2946_,13.76µm
net39,13.76µm
_3289_,13.74µm
_4159_,13.74µm
mul_res\[18\],13.74µm
_1865_,13.72µm
_2397_,13.72µm
_4074_,13.72µm
_1668_,13.68µm
_2119_,13.68µm
_2975_,13.68µm
_2333_,13.66µm
_1174_,13.64µm
_1402_,13.64µm
_1768_,13.64µm
_2982_,13.64µm
_3198_,13.64µm
_4024_,13.64µm
_4055_,13.64µm
adder_inst.man_a_r\[13\],13.64µm
_0559_,13.625µm
_2692_,13.62µm
net60,13.62µm
_1042_,13.6µm
_2488_,13.6µm
_3373_,13.6µm
_4111_,13.6µm
_0906_,13.58µm
_2114_,13.58µm
_2224_,13.58µm
_0915_,13.56µm
_1251_,13.56µm
_2290_,13.56µm
_2443_,13.56µm
_3669_,13.56µm
_1441_,13.54µm
_3046_,13.54µm
_3254_,13.54µm
_3808_,13.54µm
adder_inst.exp_b\[6\],13.54µm
_1357_,13.52µm
_1893_,13.52µm
_2976_,13.52µm
_1192_,13.5µm
_2161_,13.5µm
_2814_,13.5µm
