net,length_um
_04886_,8.6µm
_05868_,8.6µm
_06995_,8.6µm
adder_inst.i_b\[8\],8.6µm
net2985,8.6µm
net1788,8.6µm
net3029,8.6µm
net476,8.6µm
_01284_,8.58µm
_00448_,8.56µm
_01174_,8.56µm
_03229_,8.56µm
_03323_,8.56µm
_03416_,8.56µm
_03532_,8.56µm
_04716_,8.56µm
_05800_,8.56µm
mul_res\[9\],8.56µm
net3476,8.56µm
_00277_,8.54µm
_00954_,8.54µm
_01633_,8.54µm
_02462_,8.54µm
net1467,8.54µm
_00419_,8.52µm
_02006_,8.52µm
_03060_,8.52µm
_05721_,8.52µm
_05742_,8.52µm
_06650_,8.52µm
net3334,8.52µm
net1688,8.52µm
net3276,8.52µm
_03521_,8.5µm
_03550_,8.5µm
_04154_,8.5µm
_04196_,8.5µm
_05056_,8.5µm
_05339_,8.5µm
_06047_,8.5µm
_06824_,8.5µm
_00959_,8.48µm
_01406_,8.48µm
_01708_,8.48µm
_01750_,8.48µm
_01839_,8.48µm
_01947_,8.48µm
_01959_,8.48µm
_02966_,8.48µm
_04126_,8.48µm
_04175_,8.48µm
_04214_,8.48µm
_06173_,8.48µm
_06201_,8.48µm
net3148,8.48µm
_00880_,8.46µm
_05407_,8.46µm
net642,8.46µm
net3063,8.45µm
_00661_,8.44µm
_00867_,8.44µm
_01048_,8.44µm
_01950_,8.44µm
_02057_,8.44µm
_03135_,8.44µm
_03796_,8.44µm
_03959_,8.44µm
_06512_,8.44µm
_06989_,8.44µm
net2505,8.44µm
net129,8.44µm
_00209_,8.43µm
_05614_,8.43µm
_00171_,8.42µm
_03493_,8.42µm
_04646_,8.42µm
_06993_,8.42µm
_07041_,8.42µm
_00706_,8.4µm
_01905_,8.4µm
_01918_,8.4µm
_02548_,8.4µm
_02873_,8.4µm
_02963_,8.4µm
_03265_,8.4µm
_03446_,8.4µm
_04814_,8.4µm
_04909_,8.4µm
_06218_,8.4µm
_06782_,8.4µm
_06807_,8.4µm
net3424,8.4µm
_05392_,8.39µm
_07009_,8.385µm
_05166_,8.38µm
_05751_,8.38µm
mul_res\[14\],8.38µm
_01050_,8.36µm
_01650_,8.36µm
_02011_,8.36µm
_02378_,8.36µm
_02657_,8.36µm
_03022_,8.36µm
_03529_,8.36µm
_04281_,8.36µm
_04869_,8.36µm
_04964_,8.36µm
_06946_,8.36µm
net325,8.36µm
_04684_,8.34µm
_05733_,8.34µm
mul_res\[16\],8.34µm
_00378_,8.32µm
_00426_,8.32µm
_00431_,8.32µm
_00536_,8.32µm
_01260_,8.32µm
_01413_,8.32µm
_02254_,8.32µm
_02476_,8.32µm
_02638_,8.32µm
_02647_,8.32µm
_02868_,8.32µm
_02943_,8.32µm
_03414_,8.32µm
_03711_,8.32µm
_05196_,8.32µm
_05472_,8.32µm
_06100_,8.32µm
net580,8.32µm
net1896,8.32µm
_06840_,8.3µm
_00249_,8.29µm
_05624_,8.29µm
_00834_,8.28µm
_05159_,8.28µm
_05669_,8.28µm
net5,8.28µm
net1870,8.28µm
net3153,8.28µm
net3162,8.28µm
net2022,8.26µm
_00329_,8.24µm
_01611_,8.24µm
_02028_,8.24µm
_02342_,8.24µm
_03800_,8.24µm
_04654_,8.24µm
_05064_,8.24µm
_06607_,8.24µm
net3046,8.24µm
_05406_,8.235µm
_00821_,8.22µm
_05879_,8.22µm
net6,8.22µm
net3045,8.22µm
_01424_,8.2µm
_01963_,8.2µm
_02153_,8.2µm
_03192_,8.2µm
_03662_,8.2µm
_04368_,8.2µm
_04959_,8.2µm
_05640_,8.2µm
_06290_,8.2µm
_07080_,8.2µm
mul_res\[2\],8.2µm
multiplier_inst.man_final\[8\],8.2µm
net622,8.2µm
_00052_,8.18µm
net770,8.18µm
net1387,8.18µm
i_b[28],8.17µm
_01246_,8.16µm
_01374_,8.16µm
_01393_,8.16µm
_02350_,8.16µm
_02600_,8.16µm
_02779_,8.16µm
_03809_,8.16µm
_06956_,8.16µm
_07054_,8.16µm
add_res\[14\],8.16µm
net352,8.16µm
_01312_,8.14µm
_01994_,8.14µm
_02017_,8.14µm
_02216_,8.14µm
_03782_,8.14µm
_04257_,8.14µm
_06587_,8.14µm
_06733_,8.14µm
adder_inst.exp_b_r\[6\],8.14µm
net3074,8.14µm
_01591_,8.12µm
_01596_,8.12µm
_02208_,8.12µm
_02718_,8.12µm
_03524_,8.12µm
_04352_,8.12µm
_05677_,8.12µm
_06847_,8.12µm
net201,8.12µm
_03081_,8.11µm
_01562_,8.1µm
_02291_,8.1µm
_03053_,8.1µm
_03348_,8.1µm
_04019_,8.1µm
_05762_,8.1µm
_06760_,8.1µm
multiplier_inst.man_final_r\[0\],8.1µm
_00258_,8.09µm
_01112_,8.08µm
_03595_,8.08µm
_05641_,8.08µm
_05670_,8.08µm
_01429_,8.06µm
_04069_,8.06µm
_04846_,8.06µm
_05898_,8.06µm
_06338_,8.06µm
mul_res\[23\],8.06µm
mul_res\[7\],8.06µm
net69,8.06µm
net326,8.06µm
net3445,8.06µm
_02015_,8.04µm
_02752_,8.04µm
_03163_,8.04µm
adder_inst.man_a_r\[6\],8.04µm
_00759_,8.02µm
_03054_,8.02µm
_03320_,8.02µm
_03396_,8.02µm
_03405_,8.02µm
_04220_,8.02µm
_04262_,8.02µm
_05368_,8.02µm
_05486_,8.02µm
_05942_,8.02µm
net1693,8.02µm
_00816_,8µm
_01085_,8µm
_02645_,8µm
_03244_,8µm
_06011_,8µm
_07005_,8µm
_01456_,7.98µm
_01762_,7.98µm
_02104_,7.98µm
_02604_,7.98µm
_05231_,7.98µm
_05697_,7.98µm
_05922_,7.98µm
net148,7.98µm
net1555,7.98µm
net2526,7.98µm
_01532_,7.96µm
_03773_,7.96µm
_04191_,7.96µm
_04851_,7.96µm
_00361_,7.95µm
_00259_,7.94µm
_01737_,7.94µm
_02162_,7.94µm
_03725_,7.94µm
_04197_,7.94µm
_04224_,7.94µm
_05121_,7.94µm
_05841_,7.94µm
_06303_,7.94µm
net2987,7.94µm
_03043_,7.92µm
_00813_,7.9µm
_01038_,7.9µm
_04265_,7.9µm
_04746_,7.9µm
_05136_,7.9µm
_05205_,7.9µm
_05482_,7.9µm
_06305_,7.9µm
net3076,7.9µm
net3345,7.9µm
_02834_,7.88µm
_06354_,7.88µm
net3168,7.88µm
_01031_,7.86µm
_01245_,7.86µm
_01996_,7.86µm
_02402_,7.86µm
_03158_,7.86µm
_03880_,7.86µm
_04874_,7.86µm
_04957_,7.86µm
_07089_,7.86µm
net1235,7.86µm
net3016,7.86µm
net3028,7.86µm
net3309,7.86µm
_03527_,7.84µm
_03781_,7.84µm
_03045_,7.82µm
_05730_,7.82µm
_06632_,7.82µm
_06674_,7.82µm
_06752_,7.82µm
net3349,7.82µm
net3492,7.82µm
_04027_,7.81µm
_01441_,7.8µm
_03804_,7.8µm
_04320_,7.8µm
net3024,7.8µm
_00108_,7.79µm
_00782_,7.78µm
_00948_,7.78µm
_01803_,7.78µm
_01841_,7.78µm
_02158_,7.78µm
_02730_,7.78µm
_02949_,7.78µm
_03162_,7.78µm
_04479_,7.78µm
_05221_,7.78µm
_05429_,7.78µm
_06199_,7.78µm
net116,7.78µm
_06991_,7.77µm
_00103_,7.76µm
_04006_,7.76µm
_06575_,7.76µm
_06685_,7.76µm
_00908_,7.74µm
_02564_,7.74µm
_02880_,7.74µm
_03208_,7.74µm
_04261_,7.74µm
_04425_,7.74µm
_04548_,7.74µm
add_res\[0\],7.74µm
net1530,7.74µm
net2913,7.74µm
net2976,7.74µm
net3071,7.74µm
_00293_,7.73µm
_03774_,7.725µm
_00045_,7.72µm
_01772_,7.72µm
_04392_,7.71µm
_01071_,7.7µm
_05227_,7.7µm
_06368_,7.7µm
net54,7.7µm
_00023_,7.68µm
_02348_,7.68µm
_04101_,7.68µm
_04122_,7.68µm
_04263_,7.68µm
_05408_,7.68µm
_07081_,7.68µm
add_res\[18\],7.68µm
mul_res\[4\],7.68µm
net1508,7.68µm
net2978,7.68µm
net3127,7.68µm
_00146_,7.66µm
_00871_,7.66µm
_01552_,7.66µm
_03087_,7.66µm
_04458_,7.66µm
_04973_,7.66µm
_05130_,7.66µm
_05282_,7.66µm
_05946_,7.66µm
_06570_,7.66µm
_00956_,7.64µm
_01960_,7.64µm
_02059_,7.64µm
_02384_,7.64µm
_03652_,7.64µm
_04034_,7.64µm
_04796_,7.64µm
_05355_,7.64µm
_05411_,7.64µm
_06709_,7.64µm
_06874_,7.64µm
_07014_,7.64µm
mul_res\[6\],7.64µm
net95,7.64µm
adder_inst.is_nan_b,7.62µm
net88,7.62µm
_00001_,7.6µm
_01354_,7.6µm
_02343_,7.6µm
_03055_,7.6µm
_04311_,7.6µm
_04779_,7.6µm
_05373_,7.6µm
net3493,7.6µm
_00248_,7.59µm
_03702_,7.58µm
_04590_,7.58µm
_05904_,7.58µm
_00492_,7.56µm
_00603_,7.56µm
_02866_,7.56µm
_02947_,7.56µm
_05446_,7.56µm
_05594_,7.56µm
_06844_,7.56µm
net133,7.56µm
net3043,7.56µm
net3175,7.56µm
_00644_,7.54µm
_01004_,7.54µm
_01232_,7.54µm
_01634_,7.54µm
_02725_,7.54µm
_05501_,7.54µm
_06527_,7.54µm
_00705_,7.52µm
_01199_,7.52µm
_01314_,7.52µm
_01571_,7.52µm
_02547_,7.52µm
_02926_,7.52µm
_04250_,7.52µm
_04559_,7.52µm
_04687_,7.52µm
_05747_,7.52µm
_05821_,7.52µm
_06019_,7.52µm
_06336_,7.52µm
_06980_,7.52µm
multiplier_inst.exp_final_r\[5\],7.52µm
net1314,7.52µm
net3037,7.52µm
net3109,7.52µm
net3201,7.52µm
_01680_,7.5µm
_03498_,7.5µm
_00914_,7.48µm
_01728_,7.48µm
_01835_,7.48µm
_03063_,7.48µm
_04450_,7.48µm
_04995_,7.48µm
_05649_,7.48µm
net81,7.48µm
net2980,7.48µm
_02009_,7.46µm
_02409_,7.46µm
_02812_,7.46µm
_04744_,7.46µm
mul_res\[10\],7.46µm
_00121_,7.44µm
_00581_,7.44µm
_00870_,7.44µm
_05430_,7.44µm
_06278_,7.44µm
net3077,7.44µm
net1021,7.42µm
_00648_,7.4µm
_00665_,7.4µm
_01238_,7.4µm
_02225_,7.4µm
_02528_,7.4µm
_02592_,7.4µm
_05485_,7.4µm
_05746_,7.4µm
net2990,7.4µm
net3352,7.4µm
_05684_,7.39µm
_05706_,7.38µm
_05834_,7.38µm
_06325_,7.37µm
_02705_,7.36µm
_06839_,7.36µm
_00269_,7.34µm
_01147_,7.34µm
_01259_,7.34µm
_06013_,7.34µm
_00141_,7.33µm
_00227_,7.33µm
_00251_,7.33µm
_01976_,7.32µm
_02540_,7.32µm
_02636_,7.32µm
_03009_,7.32µm
_03727_,7.32µm
_05458_,7.32µm
_07015_,7.32µm
_00936_,7.315µm
_00083_,7.3µm
_00102_,7.3µm
_00235_,7.3µm
_00978_,7.3µm
_01336_,7.3µm
_03779_,7.3µm
net36,7.3µm
net657,7.3µm
net1174,7.3µm
_01014_,7.28µm
_01091_,7.28µm
_01198_,7.28µm
_01322_,7.28µm
_01465_,7.28µm
_04337_,7.28µm
_05117_,7.28µm
_05629_,7.28µm
_05893_,7.28µm
net2097,7.28µm
multiplier_inst.exp_final\[3\],7.26µm
_00006_,7.24µm
_02324_,7.24µm
_02454_,7.24µm
_02955_,7.24µm
_04946_,7.24µm
_05302_,7.24µm
_05769_,7.24µm
_05931_,7.24µm
_06683_,7.24µm
_00009_,7.22µm
_00420_,7.22µm
_03151_,7.22µm
_03200_,7.22µm
_04120_,7.22µm
_04915_,7.22µm
_05063_,7.22µm
_05899_,7.22µm
mul_res\[12\],7.22µm
multiplier_inst.exp_final\[7\],7.22µm
net3004,7.22µm
net3117,7.22µm
net3464,7.22µm
_00424_,7.2µm
_00895_,7.2µm
_01248_,7.2µm
_02095_,7.2µm
_04942_,7.2µm
_05217_,7.2µm
_05542_,7.2µm
_06246_,7.2µm
_06396_,7.2µm
net827,7.2µm
_00010_,7.18µm
_00015_,7.18µm
_00018_,7.18µm
_00805_,7.18µm
_00833_,7.18µm
_01629_,7.18µm
_01725_,7.18µm
_01809_,7.18µm
_02433_,7.18µm
_04750_,7.18µm
_05151_,7.18µm
_05301_,7.18µm
_05855_,7.18µm
_05910_,7.18µm
_06922_,7.18µm
adder_inst.man_a_r\[5\],7.18µm
net43,7.18µm
net3106,7.18µm
net2928,7.18µm
net3452,7.18µm
_00960_,7.16µm
_02568_,7.16µm
_05033_,7.16µm
_00027_,7.14µm
_00069_,7.14µm
_01168_,7.14µm
_03115_,7.14µm
_05363_,7.14µm
_06366_,7.14µm
add_res\[27\],7.14µm
net2642,7.14µm
_01851_,7.12µm
_02780_,7.12µm
_04887_,7.12µm
net2997,7.12µm
_01040_,7.1µm
_01535_,7.1µm
_01704_,7.1µm
_02669_,7.1µm
_02781_,7.1µm
_05011_,7.1µm
_05177_,7.1µm
_05619_,7.1µm
_06098_,7.1µm
_06189_,7.1µm
_06514_,7.1µm
_06721_,7.1µm
add_res\[29\],7.1µm
_00820_,7.08µm
_01053_,7.08µm
_02920_,7.08µm
_06330_,7.08µm
_00804_,7.06µm
_00855_,7.06µm
_00915_,7.06µm
_01170_,7.06µm
_02542_,7.06µm
_03003_,7.06µm
_03712_,7.06µm
_03776_,7.06µm
_03890_,7.06µm
_03927_,7.06µm
_04141_,7.06µm
_04720_,7.06µm
_04818_,7.06µm
_04922_,7.06µm
_05424_,7.06µm
_05672_,7.06µm
_05956_,7.06µm
_05966_,7.06µm
_06044_,7.06µm
_06146_,7.06µm
_06439_,7.06µm
_06987_,7.06µm
net3122,7.06µm
net3447,7.06µm
_00164_,7.05µm
_00201_,7.05µm
_02209_,7.04µm
_04182_,7.04µm
_06036_,7.04µm
_00476_,7µm
_00732_,7µm
_01567_,7µm
_02071_,7µm
_03824_,7µm
_04931_,7µm
i_a[0],6.99µm
_00604_,6.98µm
_00666_,6.98µm
_00987_,6.98µm
_01100_,6.98µm
_01152_,6.98µm
_03164_,6.98µm
_03247_,6.98µm
_03528_,6.98µm
_04024_,6.98µm
_04525_,6.98µm
_05006_,6.98µm
_05014_,6.98µm
_06313_,6.98µm
_06585_,6.98µm
adder_inst.sign_a_r,6.98µm
_04696_,6.96µm
net3460,6.96µm
_00931_,6.94µm
_01263_,6.94µm
_01407_,6.94µm
_02391_,6.94µm
_02660_,6.94µm
_03378_,6.94µm
_05328_,6.94µm
_05621_,6.94µm
net2946,6.94µm
net388,6.94µm
_06826_,6.92µm
_00267_,6.91µm
_05928_,6.9µm
_06639_,6.88µm
_02505_,6.87µm
_01230_,6.86µm
_03010_,6.86µm
_03299_,6.86µm
_03522_,6.86µm
_04941_,6.86µm
_05176_,6.86µm
_05255_,6.86µm
_05865_,6.86µm
_06819_,6.86µm
adder_inst.exp_b_r\[4\],6.86µm
net1515,6.86µm
net3301,6.86µm
_00060_,6.84µm
_00470_,6.84µm
_00292_,6.83µm
_01834_,6.82µm
_02320_,6.82µm
_05039_,6.82µm
_05172_,6.82µm
multiplier_inst.man_final\[15\],6.82µm
net218,6.82µm
_02337_,6.81µm
_02643_,6.8µm
_00056_,6.78µm
_01560_,6.78µm
_04232_,6.78µm
_04497_,6.78µm
_04528_,6.78µm
_04865_,6.78µm
_06748_,6.78µm
_06906_,6.78µm
net3003,6.78µm
net3079,6.78µm
o_res[15],6.77µm
o_res[19],6.77µm
_00031_,6.76µm
_01710_,6.76µm
_03704_,6.76µm
_04637_,6.76µm
_04899_,6.76µm
net3419,6.76µm
_00500_,6.74µm
_01228_,6.74µm
_01793_,6.74µm
_04090_,6.74µm
_04396_,6.74µm
_04749_,6.74µm
_05926_,6.74µm
_06870_,6.74µm
net881,6.74µm
net1292,6.74µm
net1423,6.74µm
net1449,6.74µm
_01337_,6.735µm
_02972_,6.72µm
_03233_,6.72µm
_03745_,6.72µm
_05518_,6.72µm
_05727_,6.72µm
_06757_,6.72µm
_06810_,6.72µm
net439,6.72µm
net3324,6.72µm
net3100,6.72µm
_00791_,6.7µm
_01664_,6.7µm
_03412_,6.7µm
_03447_,6.7µm
_06729_,6.7µm
_06961_,6.7µm
net60,6.7µm
_01500_,6.66µm
_04323_,6.66µm
_00098_,6.64µm
_00328_,6.64µm
_01365_,6.64µm
_01564_,6.64µm
_01818_,6.64µm
_02677_,6.64µm
_02909_,6.64µm
_05297_,6.64µm
_05300_,6.64µm
_05416_,6.64µm
_05469_,6.64µm
_05701_,6.64µm
_05862_,6.64µm
_06648_,6.64µm
_06694_,6.64µm
_06774_,6.64µm
mul_res\[27\],6.64µm
net248,6.64µm
net883,6.64µm
_01967_,6.62µm
_02401_,6.62µm
_02822_,6.62µm
_04647_,6.62µm
_04688_,6.62µm
_05453_,6.62µm
_07031_,6.62µm
_00590_,6.6µm
_00971_,6.6µm
_01342_,6.6µm
_01536_,6.6µm
_01568_,6.6µm
_04129_,6.6µm
_04681_,6.6µm
_05007_,6.6µm
_05310_,6.6µm
_05620_,6.6µm
_05776_,6.6µm
adder_inst.man_a_r\[1\],6.6µm
net78,6.6µm
net3463,6.6µm
_01466_,6.58µm
_03578_,6.58µm
_06618_,6.56µm
net1395,6.55µm
_01556_,6.545µm
_00676_,6.54µm
_01386_,6.54µm
_01472_,6.52µm
_02033_,6.52µm
_02034_,6.52µm
_02400_,6.52µm
_02441_,6.52µm
_02721_,6.52µm
_03140_,6.52µm
_04835_,6.52µm
_06039_,6.52µm
_06282_,6.52µm
_06764_,6.52µm
_06848_,6.52µm
net2971,6.52µm
_01676_,6.5µm
_02898_,6.5µm
_05809_,6.5µm
net3416,6.5µm
_01097_,6.48µm
_01702_,6.48µm
_04648_,6.48µm
_05291_,6.48µm
_06664_,6.48µm
_00779_,6.46µm
net3428,6.46µm
_00399_,6.45µm
_04523_,6.44µm
net3414,6.44µm
net718,6.425µm
_05376_,6.42µm
_06768_,6.42µm
_01519_,6.4µm
_02904_,6.4µm
_04455_,6.4µm
_04565_,6.4µm
_04621_,6.4µm
_05674_,6.4µm
net2970,6.4µm
net3124,6.4µm
_00075_,6.38µm
_02608_,6.38µm
_07000_,6.38µm
net887,6.38µm
net3335,6.38µm
_00334_,6.37µm
_01988_,6.36µm
_02212_,6.36µm
_03257_,6.36µm
_03515_,6.36µm
_06221_,6.36µm
net1360,6.36µm
_00275_,6.35µm
_00606_,6.32µm
_01167_,6.32µm
_05460_,6.32µm
_05565_,6.32µm
net44,6.32µm
_00143_,6.31µm
i_b[24],6.31µm
_00982_,6.3µm
_01192_,6.3µm
_01311_,6.3µm
_01824_,6.3µm
_02207_,6.3µm
_02423_,6.3µm
_02840_,6.3µm
_03812_,6.3µm
_04269_,6.3µm
_04811_,6.3µm
_05084_,6.3µm
_05092_,6.3µm
_05174_,6.3µm
_05663_,6.3µm
net330,6.3µm
net720,6.3µm
net3044,6.3µm
net3094,6.3µm
net3370,6.3µm
_06798_,6.29µm
_01275_,6.28µm
_01678_,6.28µm
adder_inst.exp_a_r\[4\],6.28µm
net1739,6.28µm
_00005_,6.26µm
_01243_,6.26µm
_01951_,6.26µm
_02030_,6.26µm
_02944_,6.26µm
_03078_,6.26µm
_03185_,6.26µm
_03391_,6.26µm
_04067_,6.26µm
_04627_,6.26µm
_05443_,6.26µm
_05676_,6.26µm
_05785_,6.26µm
_06029_,6.26µm
_06465_,6.26µm
_06708_,6.26µm
_06723_,6.26µm
net22,6.26µm
net3332,6.26µm
_01598_,6.24µm
_06849_,6.24µm
o_res[21],6.21µm
o_res[27],6.21µm
o_res[30],6.21µm
_01368_,6.2µm
_03688_,6.2µm
_03856_,6.2µm
_04979_,6.2µm
_06131_,6.2µm
_06860_,6.2µm
net2963,6.2µm
_00283_,6.18µm
_00498_,6.18µm
_00641_,6.18µm
_00698_,6.18µm
_01653_,6.18µm
_02364_,6.18µm
_02419_,6.18µm
_02996_,6.18µm
_03133_,6.18µm
_03579_,6.18µm
_03584_,6.18µm
_04163_,6.18µm
_04460_,6.18µm
_04709_,6.18µm
_04876_,6.18µm
_05378_,6.18µm
_05450_,6.18µm
_05474_,6.18µm
_06152_,6.18µm
_06578_,6.18µm
_06940_,6.18µm
net620,6.18µm
net3329,6.18µm
net1182,6.18µm
net3033,6.18µm
_01669_,6.16µm
_04285_,6.16µm
_04837_,6.16µm
_05894_,6.16µm
_01403_,6.15µm
_00496_,6.14µm
_00639_,6.14µm
_00806_,6.14µm
_00926_,6.14µm
_01117_,6.14µm
_01184_,6.14µm
_01856_,6.14µm
_02155_,6.14µm
_02635_,6.14µm
_02865_,6.14µm
_02910_,6.14µm
_02982_,6.14µm
_04494_,6.14µm
_04702_,6.14µm
_05866_,6.14µm
_05981_,6.14µm
_06184_,6.14µm
adder_inst.sign_sum,6.14µm
net1479,6.14µm
net3413,6.14µm
_00387_,6.09µm
_01104_,6.08µm
_02654_,6.08µm
_05094_,6.08µm
_06705_,6.07µm
_00082_,6.06µm
_00208_,6.06µm
_00905_,6.06µm
_01055_,6.06µm
_01690_,6.06µm
_02458_,6.06µm
_03777_,6.06µm
_03815_,6.06µm
_05048_,6.06µm
_05883_,6.06µm
_06001_,6.06µm
net1714,6.06µm
net1750,6.06µm
net3049,6.06µm
_00555_,6.04µm
_02202_,6.04µm
_02281_,6.04µm
_04088_,6.04µm
net3392,6.04µm
net3457,6.04µm
_00296_,6.02µm
_01742_,6.02µm
_01999_,6.02µm
_03540_,6.02µm
net2955,6.02µm
net2939,6.02µm
net442,6.02µm
_00140_,5.99µm
i_b[30],5.99µm
_00728_,5.98µm
_03482_,5.98µm
_06801_,5.98µm
i_b[25],5.97µm
rst,5.97µm
_00571_,5.96µm
_01574_,5.96µm
_02292_,5.96µm
_04954_,5.96µm
_06028_,5.96µm
net3342,5.96µm
_00247_,5.95µm
_00107_,5.94µm
_01197_,5.94µm
_02413_,5.94µm
_03587_,5.94µm
_04864_,5.94µm
_05394_,5.94µm
_05510_,5.94µm
_06274_,5.94µm
_06669_,5.94µm
net2101,5.94µm
net2972,5.94µm
_00193_,5.92µm
_03576_,5.92µm
_05911_,5.92µm
_05925_,5.92µm
net24,5.92µm
net32,5.92µm
net3338,5.92µm
net3341,5.92µm
_00135_,5.91µm
_00502_,5.9µm
_01138_,5.9µm
_05197_,5.9µm
_06003_,5.9µm
net2843,5.9µm
_00410_,5.87µm
o_res[23],5.87µm
o_res[24],5.87µm
_00458_,5.86µm
_01068_,5.86µm
_01090_,5.86µm
_02341_,5.86µm
_02435_,5.86µm
_03990_,5.86µm
_04093_,5.86µm
_05280_,5.86µm
_05991_,5.86µm
_06785_,5.86µm
_00337_,5.85µm
_00392_,5.85µm
_00520_,5.84µm
_01292_,5.84µm
_01449_,5.84µm
_01682_,5.84µm
_02089_,5.84µm
_02625_,5.84µm
_04102_,5.84µm
_04420_,5.84µm
_04510_,5.84µm
_04883_,5.84µm
_04980_,5.84µm
_05791_,5.84µm
_06023_,5.84µm
_06234_,5.84µm
_07051_,5.84µm
add_res\[8\],5.84µm
adder_inst.is_nan_a,5.84µm
mul_res\[26\],5.84µm
mul_res\[30\],5.84µm
multiplier_inst.man_final_r\[6\],5.84µm
net68,5.84µm
net3182,5.84µm
net2938,5.84µm
_02685_,5.82µm
_03202_,5.82µm
_05390_,5.82µm
_06310_,5.82µm
_06681_,5.82µm
_06707_,5.82µm
_07084_,5.82µm
net597,5.82µm
_00222_,5.8µm
_01318_,5.8µm
_01471_,5.8µm
_01494_,5.8µm
_01517_,5.8µm
_01539_,5.8µm
_03239_,5.8µm
_03337_,5.8µm
_03478_,5.8µm
_03555_,5.8µm
_03718_,5.8µm
_03911_,5.8µm
_04426_,5.8µm
_04515_,5.8µm
_04958_,5.8µm
_05107_,5.8µm
_05315_,5.8µm
_05346_,5.8µm
_05998_,5.8µm
_06014_,5.8µm
_06343_,5.8µm
_06935_,5.8µm
_06937_,5.8µm
add_res\[17\],5.8µm
mul_res\[20\],5.8µm
net3333,5.8µm
net2537,5.8µm
net3157,5.8µm
net3346,5.8µm
net3358,5.8µm
net3438,5.8µm
net3491,5.8µm
_04944_,5.78µm
_00167_,5.77µm
_07059_,5.77µm
o_res[28],5.75µm
_02032_,5.74µm
_02724_,5.74µm
_03993_,5.74µm
_04789_,5.74µm
_05155_,5.74µm
_05253_,5.74µm
_05819_,5.74µm
_05884_,5.74µm
net1541,5.74µm
net3472,5.74µm
_00560_,5.72µm
_01096_,5.72µm
_01273_,5.72µm
_01353_,5.72µm
_02178_,5.72µm
_02194_,5.72µm
_02410_,5.72µm
_02754_,5.72µm
_03092_,5.72µm
_03293_,5.72µm
_03505_,5.72µm
_03847_,5.72µm
_04545_,5.72µm
_04772_,5.72µm
_05179_,5.72µm
_05223_,5.72µm
_05327_,5.72µm
_05824_,5.72µm
_06526_,5.72µm
_06537_,5.72µm
net3113,5.72µm
net3187,5.72µm
_00819_,5.7µm
_01549_,5.7µm
_03590_,5.7µm
_05309_,5.7µm
_05423_,5.7µm
_06285_,5.7µm
multiplier_inst.man_final_r\[14\],5.7µm
_00246_,5.68µm
_00440_,5.68µm
_00961_,5.68µm
_01237_,5.68µm
_01723_,5.68µm
_01749_,5.68µm
_02211_,5.68µm
_02217_,5.68µm
_02303_,5.68µm
_02463_,5.68µm
_02670_,5.68µm
_02995_,5.68µm
_03494_,5.68µm
_03609_,5.68µm
_04963_,5.68µm
_05743_,5.68µm
_05847_,5.68µm
_05860_,5.68µm
_06035_,5.68µm
_06440_,5.68µm
net120,5.68µm
net3115,5.68µm
net2851,5.68µm
_02737_,5.63µm
_05652_,5.63µm
i_b[27],5.63µm
_00600_,5.62µm
_00237_,5.61µm
_00130_,5.6µm
_00168_,5.6µm
_00254_,5.6µm
_00425_,5.6µm
_00911_,5.6µm
_00930_,5.6µm
_01024_,5.6µm
_01059_,5.6µm
_01594_,5.6µm
_01900_,5.6µm
_03858_,5.6µm
_03898_,5.6µm
_04081_,5.6µm
_04564_,5.6µm
_05467_,5.6µm
_05700_,5.6µm
_06105_,5.6µm
_06312_,5.6µm
_06982_,5.6µm
net3107,5.6µm
_01477_,5.58µm
_02755_,5.58µm
net2134,5.58µm
net3432,5.58µm
_06977_,5.57µm
_02221_,5.56µm
_02833_,5.56µm
_03046_,5.56µm
_03626_,5.56µm
_03703_,5.56µm
_04407_,5.56µm
net3098,5.56µm
net3132,5.56µm
_00341_,5.53µm
o_res[29],5.53µm
o_res_vld,5.53µm
_00797_,5.52µm
_02712_,5.52µm
_04207_,5.52µm
_05413_,5.52µm
_05938_,5.52µm
_06043_,5.52µm
_06425_,5.52µm
mul_res\[24\],5.52µm
_05772_,5.5µm
_05940_,5.5µm
_06349_,5.5µm
_06565_,5.5µm
_05633_,5.49µm
_00580_,5.48µm
_01116_,5.48µm
_02227_,5.48µm
_02858_,5.48µm
_03051_,5.48µm
_03086_,5.48µm
_03464_,5.48µm
_03762_,5.48µm
_04372_,5.48µm
multiplier_inst.man_final_r\[5\],5.48µm
net2989,5.48µm
net3328,5.48µm
net1172,5.48µm
_03713_,5.46µm
_05969_,5.46µm
net3402,5.46µm
net3461,5.46µm
_00156_,5.45µm
_03893_,5.44µm
_03907_,5.44µm
_04076_,5.44µm
_05160_,5.44µm
_00340_,5.43µm
_00693_,5.43µm
_00814_,5.4µm
_01665_,5.4µm
_02974_,5.4µm
_03218_,5.4µm
_04428_,5.4µm
_05369_,5.4µm
_05637_,5.4µm
_00008_,5.38µm
_00618_,5.38µm
_00683_,5.38µm
_01030_,5.38µm
_01111_,5.38µm
_01438_,5.38µm
_02486_,5.38µm
_02877_,5.38µm
_03575_,5.38µm
_04405_,5.38µm
_04431_,5.38µm
_04444_,5.38µm
_04761_,5.38µm
_05597_,5.38µm
_05807_,5.38µm
_05876_,5.38µm
_05995_,5.38µm
