net,length_um
net1210,38.78µm
net2144,38.78µm
net2666,38.78µm
_00758_,38.76µm
_01489_,38.74µm
net1478,38.74µm
net508,38.72µm
net1058,38.72µm
net2850,38.72µm
_02013_,38.7µm
_02223_,38.7µm
net1841,38.66µm
_06115_,38.64µm
_06590_,38.62µm
_02279_,38.59µm
net1689,38.56µm
_04950_,38.54µm
net804,38.54µm
net2204,38.54µm
_02817_,38.52µm
net1489,38.52µm
net780,38.5µm
net2042,38.5µm
_01308_,38.48µm
_03300_,38.47µm
_05835_,38.46µm
net536,38.46µm
net1719,38.46µm
net2656,38.46µm
_01620_,38.44µm
_06048_,38.42µm
net2040,38.42µm
_03924_,38.38µm
_03976_,38.38µm
_06944_,38.32µm
_05279_,38.3µm
net1610,38.3µm
net1834,38.3µm
_02502_,38.28µm
_06254_,38.28µm
_00211_,38.27µm
_03872_,38.26µm
_06180_,38.255µm
_06375_,38.24µm
_07046_,38.235µm
net1904,38.21µm
net576,38.2µm
net1509,38.2µm
net2867,38.2µm
net3227,38.18µm
net838,38.17µm
net1460,38.17µm
_03697_,38.16µm
_03707_,38.16µm
_04613_,38.16µm
_05586_,38.16µm
_06809_,38.14µm
_05343_,38.12µm
_06138_,38.12µm
_02686_,38.06µm
_04994_,38.06µm
net1155,38.03µm
net2585,38.02µm
_04335_,38µm
_05024_,37.96µm
_02932_,37.94µm
_04829_,37.94µm
net18,37.94µm
net2878,37.94µm
_02521_,37.92µm
net2828,37.92µm
_06921_,37.9µm
net818,37.9µm
adder_inst.exp_a_r\[3\],37.88µm
adder_inst.is_nan_a_r,37.88µm
net2273,37.86µm
_03864_,37.84µm
_06114_,37.84µm
_06538_,37.82µm
adder_inst.man_b_r\[20\],37.82µm
net2115,37.82µm
_01627_,37.815µm
net1370,37.8µm
_04910_,37.78µm
net1990,37.78µm
net3368,37.76µm
add_res\[6\],37.74µm
net553,37.72µm
net1279,37.72µm
_03295_,37.7µm
net2023,37.69µm
_05584_,37.66µm
net1246,37.66µm
_06271_,37.64µm
net2554,37.62µm
net424,37.6µm
net1306,37.6µm
net2340,37.6µm
net2107,37.59µm
_04861_,37.58µm
net933,37.58µm
_02527_,37.56µm
net257,37.56µm
_05533_,37.52µm
_06372_,37.52µm
net1298,37.495µm
_06059_,37.48µm
_01826_,37.44µm
net866,37.44µm
net1608,37.44µm
_01889_,37.435µm
adder_inst.exp_b_r\[3\],37.4µm
_01779_,37.36µm
_03611_,37.36µm
net2542,37.36µm
_05886_,37.3µm
net1372,37.28µm
net1768,37.28µm
_02189_,37.26µm
i_a[26],37.25µm
_01161_,37.24µm
_02586_,37.24µm
_06419_,37.24µm
_03805_,37.21µm
net374,37.2µm
_00059_,37.14µm
_01445_,37.14µm
adder_inst.sum_raw\[19\],37.14µm
net479,37.14µm
net2732,37.14µm
_03180_,37.12µm
_02824_,37.08µm
_06263_,37.06µm
adder_inst.sum_raw_r\[3\],37.06µm
_01744_,37.02µm
_05245_,37.02µm
_06576_,36.98µm
net1065,36.98µm
_01672_,36.96µm
net2191,36.96µm
_04764_,36.94µm
net1639,36.94µm
_00497_,36.93µm
_06292_,36.925µm
_05464_,36.9µm
net1453,36.9µm
net1687,36.875µm
_05396_,36.86µm
net757,36.86µm
net987,36.84µm
net1071,36.84µm
net1048,36.83µm
_01359_,36.82µm
_06536_,36.82µm
_00640_,36.8µm
net331,36.8µm
_02639_,36.78µm
net488,36.78µm
net1259,36.78µm
net1897,36.78µm
net2599,36.76µm
_02198_,36.74µm
_05484_,36.74µm
net2809,36.73µm
adder_inst.exp_larger_r\[0\],36.72µm
_05688_,36.68µm
net2421,36.68µm
_00817_,36.66µm
net2345,36.66µm
net1301,36.62µm
net2482,36.61µm
net2733,36.61µm
_06154_,36.58µm
_01753_,36.56µm
_05786_,36.56µm
_04172_,36.54µm
_04307_,36.5µm
net555,36.49µm
net1054,36.49µm
net941,36.48µm
_00577_,36.47µm
net1749,36.46µm
_05715_,36.4µm
_03139_,36.38µm
_03899_,36.38µm
_02317_,36.36µm
_05409_,36.36µm
net137,36.36µm
net1832,36.36µm
_01240_,36.34µm
net1393,36.34µm
_04031_,36.33µm
net2405,36.33µm
_05546_,36.325µm
net192,36.32µm
net2013,36.32µm
net2211,36.32µm
net2356,36.32µm
net2795,36.3µm
net127,36.24µm
_01043_,36.23µm
_00210_,36.22µm
_01092_,36.22µm
_01360_,36.2µm
_03460_,36.16µm
net2118,36.14µm
multiplier_inst.man_final\[6\],36.12µm
net302,36.12µm
_01599_,36.1µm
net607,36.1µm
net350,36.09µm
_06068_,36.06µm
_06690_,36.06µm
net412,36.06µm
net459,36.06µm
_04518_,36.04µm
_06209_,36.04µm
net2423,36.04µm
net2804,36.02µm
_04179_,36.005µm
_06563_,35.98µm
net1260,35.94µm
net2187,35.92µm
net860,35.88µm
net1654,35.86µm
net2131,35.86µm
net1651,35.855µm
_02836_,35.84µm
opcode_stage1,35.84µm
net903,35.84µm
_03193_,35.82µm
_03328_,35.82µm
_06573_,35.82µm
_02403_,35.8µm
_05308_,35.8µm
net581,35.8µm
net653,35.78µm
net2186,35.77µm
_03182_,35.75µm
net187,35.75µm
_00787_,35.74µm
_01673_,35.705µm
_02742_,35.7µm
net2005,35.695µm
_03525_,35.69µm
net2163,35.68µm
net2178,35.68µm
_00650_,35.66µm
net2312,35.64µm
_06498_,35.6µm
multiplier_inst.man_final\[0\],35.6µm
_02619_,35.58µm
net2152,35.57µm
_06079_,35.56µm
_01726_,35.54µm
_04211_,35.54µm
_06321_,35.52µm
net57,35.52µm
_04258_,35.48µm
_04334_,35.48µm
net1435,35.46µm
net2332,35.46µm
_01965_,35.44µm
_05027_,35.43µm
net2734,35.42µm
_02553_,35.41µm
net2435,35.4µm
_06052_,35.38µm
net590,35.38µm
_03379_,35.36µm
net1285,35.36µm
net2738,35.36µm
_01697_,35.34µm
_02954_,35.34µm
_04794_,35.34µm
_06299_,35.34µm
_04146_,35.28µm
_06411_,35.21µm
net2259,35.2µm
net385,35.18µm
net1132,35.18µm
_00066_,35.16µm
net967,35.13µm
_06497_,35.12µm
_05736_,35.06µm
_03565_,35.04µm
_02749_,35.02µm
net2381,35.015µm
_02371_,35µm
net2647,35µm
_02508_,34.92µm
multiplier_inst.man_final\[17\],34.92µm
_03461_,34.9µm
net751,34.9µm
net840,34.88µm
_03032_,34.87µm
_04694_,34.86µm
net2815,34.86µm
net2028,34.85µm
_04305_,34.84µm
_04491_,34.84µm
_06400_,34.84µm
net1185,34.84µm
_04666_,34.82µm
_04897_,34.82µm
net819,34.8µm
_06488_,34.78µm
_00899_,34.76µm
_02482_,34.76µm
_03134_,34.76µm
_03321_,34.76µm
net719,34.76µm
net2817,34.74µm
_02259_,34.72µm
net551,34.69µm
net2499,34.68µm
_02640_,34.66µm
net643,34.66µm
_04355_,34.645µm
net1865,34.645µm
_02663_,34.64µm
_00229_,34.63µm
net879,34.62µm
net2720,34.62µm
_00598_,34.6µm
net739,34.6µm
net2401,34.6µm
_06054_,34.58µm
net2608,34.57µm
net2911,34.56µm
net715,34.555µm
_02761_,34.55µm
_01162_,34.54µm
net1681,34.54µm
net633,34.53µm
net1616,34.5µm
net743,34.49µm
_02265_,34.48µm
_05017_,34.48µm
_00453_,34.46µm
net775,34.46µm
adder_inst.exp_b\[3\],34.44µm
net566,34.44µm
net2229,34.44µm
_00039_,34.42µm
net2509,34.42µm
_03403_,34.4µm
_04742_,34.38µm
net2903,34.38µm
net2762,34.36µm
_05052_,34.34µm
_06095_,34.34µm
net119,34.32µm
net2901,34.32µm
net3294,34.3µm
net587,34.28µm
_02997_,34.27µm
_02369_,34.26µm
_05248_,34.26µm
adder_inst.exp_a_r\[0\],34.26µm
_05680_,34.24µm
net2814,34.24µm
_01128_,34.22µm
_02587_,34.22µm
_05198_,34.22µm
net121,34.2µm
net2306,34.19µm
net647,34.16µm
_03466_,34.14µm
_04512_,34.14µm
_05754_,34.14µm
_01829_,34.12µm
_05537_,34.12µm
_05615_,34.12µm
_06302_,34.1µm
_03322_,34.08µm
_03733_,34.08µm
_05109_,34.06µm
_06295_,34.06µm
_06402_,34.06µm
net2527,34.055µm
net646,34.04µm
net800,34.04µm
net1738,34.03µm
_04538_,34.02µm
net191,34.02µm
net1396,34.02µm
net588,34µm
_02714_,33.98µm
_05753_,33.98µm
_05201_,33.94µm
net213,33.94µm
_05662_,33.92µm
_06187_,33.92µm
_05228_,33.88µm
net687,33.855µm
_01738_,33.84µm
_02131_,33.84µm
net1007,33.84µm
net2198,33.84µm
net316,33.8µm
_04417_,33.78µm
net1570,33.78µm
_01831_,33.76µm
_06863_,33.76µm
net1068,33.74µm
i_a[7],33.73µm
_05782_,33.72µm
_03468_,33.7µm
net2315,33.68µm
net1943,33.68µm
_02438_,33.64µm
_06198_,33.64µm
_06252_,33.64µm
_06865_,33.64µm
net477,33.64µm
_02107_,33.62µm
net2802,33.62µm
_00570_,33.6µm
_05702_,33.6µm
_06926_,33.58µm
_07091_,33.58µm
net7,33.58µm
_00494_,33.57µm
_01830_,33.56µm
_05654_,33.56µm
net825,33.56µm
_04124_,33.54µm
_06256_,33.52µm
_06930_,33.52µm
net2007,33.52µm
net2904,33.52µm
_06058_,33.5µm
_00205_,33.47µm
_02174_,33.47µm
_03533_,33.47µm
net1605,33.46µm
_05849_,33.44µm
_02510_,33.42µm
_02825_,33.42µm
_00471_,33.4µm
net1636,33.4µm
net275,33.38µm
net1826,33.38µm
_01224_,33.355µm
_01239_,33.34µm
net2910,33.34µm
_01970_,33.32µm
_02653_,33.32µm
_00667_,33.3µm
_04366_,33.3µm
_04733_,33.3µm
_03357_,33.28µm
net794,33.28µm
_01939_,33.24µm
net76,33.24µm
net1595,33.24µm
_04029_,33.23µm
_01287_,33.22µm
_03681_,33.2µm
_03732_,33.2µm
_06539_,33.19µm
_03892_,33.18µm
net1131,33.18µm
_02437_,33.17µm
net1988,33.16µm
_02001_,33.14µm
net2239,33.14µm
_02020_,33.12µm
net2205,33.12µm
net1895,33.1µm
net2466,33.1µm
_03436_,33.08µm
_04061_,33.06µm
net1184,33.06µm
net658,33.04µm
net1006,33.04µm
net748,33.04µm
_06898_,33µm
net2333,33µm
_01904_,32.96µm
_05203_,32.96µm
_05397_,32.96µm
net724,32.96µm
net400,32.92µm
net396,32.9µm
net105,32.88µm
net895,32.88µm
net1345,32.88µm
net1462,32.88µm
net2081,32.88µm
_06386_,32.86µm
_06728_,32.86µm
net2648,32.86µm
_04783_,32.855µm
_02064_,32.85µm
_04350_,32.84µm
net308,32.84µm
_01506_,32.82µm
net169,32.82µm
_01225_,32.8µm
_02113_,32.8µm
net1207,32.8µm
net1683,32.8µm
net2233,32.8µm
_02243_,32.78µm
_06116_,32.76µm
net927,32.76µm
_06495_,32.75µm
_01523_,32.74µm
_05787_,32.73µm
_00499_,32.72µm
net609,32.72µm
_03837_,32.715µm
_00614_,32.71µm
_04609_,32.7µm
_06517_,32.7µm
net629,32.7µm
_00487_,32.68µm
net2841,32.68µm
_02465_,32.66µm
_06524_,32.62µm
clknet_leaf_19_clk,32.62µm
_01859_,32.6µm
_06561_,32.6µm
net977,32.6µm
net2892,32.6µm
_01916_,32.58µm
_03833_,32.58µm
_06672_,32.58µm
net1766,32.58µm
_02111_,32.57µm
_03211_,32.56µm
_06556_,32.55µm
_01928_,32.54µm
_06499_,32.54µm
_06612_,32.54µm
_02466_,32.52µm
i_b[31],32.51µm
_06304_,32.5µm
i_a[4],32.49µm
_03951_,32.48µm
net356,32.48µm
net444,32.48µm
net2513,32.48µm
_00770_,32.46µm
_01534_,32.46µm
_05665_,32.44µm
_03399_,32.42µm
adder_inst.exp_larger_r\[6\],32.42µm
net2045,32.42µm
_03002_,32.415µm
_00203_,32.41µm
net418,32.38µm
net980,32.38µm
net2162,32.38µm
_02741_,32.36µm
_03956_,32.36µm
_06490_,32.34µm
net472,32.34µm
_05352_,32.335µm
_00457_,32.24µm
net585,32.24µm
net1748,32.24µm
_05246_,32.23µm
_03248_,32.22µm
_04330_,32.22µm
net2924,32.22µm
net2116,32.22µm
_01625_,32.205µm
net2009,32.2µm
_02888_,32.18µm
_04331_,32.18µm
_04812_,32.18µm
_05825_,32.16µm
_00220_,32.15µm
adder_inst.is_inf_a,32.14µm
net1850,32.14µm
net877,32.12µm
net2742,32.12µm
adder_inst.exp_a\[7\],32.1µm
_06139_,32.08µm
_06356_,32.08µm
net896,32.08µm
net2314,32.08µm
_02166_,32.06µm
_04100_,32.06µm
_04485_,32.06µm
_05120_,32.06µm
net707,32.06µm
_04235_,32.04µm
_04533_,32.04µm
_05226_,32.04µm
net556,32.02µm
net890,32.02µm
net976,32.02µm
net1673,32.02µm
_01334_,32µm
_03432_,32µm
i_a[17],31.99µm
_06350_,31.98µm
net175,31.98µm
_00509_,31.96µm
_05210_,31.96µm
_06601_,31.96µm
net426,31.94µm
_01679_,31.92µm
net1407,31.92µm
net2311,31.92µm
net2855,31.91µm
_03592_,31.88µm
net261,31.88µm
_01480_,31.86µm
_03059_,31.86µm
_02897_,31.84µm
_03351_,31.82µm
_04560_,31.74µm
_06531_,31.74µm
_06609_,31.74µm
multiplier_inst.man_final\[3\],31.74µm
_02775_,31.72µm
net272,31.72µm
_01812_,31.68µm
net2481,31.68µm
_02889_,31.65µm
net1324,31.64µm
_03636_,31.62µm
_04379_,31.62µm
net1321,31.57µm
_06887_,31.56µm
net210,31.56µm
net1299,31.56µm
_00504_,31.54µm
_05186_,31.54µm
_06371_,31.54µm
net391,31.52µm
net859,31.52µm
_00835_,31.5µm
_03270_,31.5µm
_05655_,31.5µm
_05935_,31.5µm
_06621_,31.5µm
_00433_,31.495µm
_01630_,31.48µm
_04569_,31.48µm
net659,31.46µm
net810,31.46µm
net2033,31.46µm
_02144_,31.44µm
_01089_,31.42µm
_01794_,31.42µm
_02901_,31.42µm
_03516_,31.4µm
_00484_,31.38µm
_01743_,31.36µm
_03947_,31.36µm
_04202_,31.36µm
net1785,31.36µm
net2497,31.36µm
_02922_,31.34µm
net1835,31.34µm
net146,31.32µm
_00125_,31.31µm
_00132_,31.31µm
_01643_,31.3µm
net2811,31.3µm
_01335_,31.28µm
_05141_,31.27µm
_03105_,31.25µm
_04303_,31.24µm
net1067,31.24µm
net9,31.23µm
_02890_,31.2µm
_06500_,31.2µm
net405,31.18µm
_03241_,31.16µm
_04508_,31.16µm
net1732,31.14µm
net1995,31.14µm
_04556_,31.13µm
_02739_,31.12µm
_04273_,31.12µm
_06057_,31.1µm
net1277,31.085µm
net2883,31.08µm
_05262_,31.04µm
multiplier_inst.man_final_r\[19\],31.04µm
net1469,31.04µm
net1793,31.04µm
_04948_,31.03µm
_05164_,31.03µm
_06128_,31.03µm
_01816_,31.02µm
_04608_,31.02µm
_01770_,31µm
_02804_,31µm
_04246_,31µm
_04723_,31µm
_05002_,31µm
_05647_,31µm
_06485_,31µm
net621,31µm
_03355_,30.98µm
net2835,30.98µm
_03454_,30.96µm
_03581_,30.94µm
_04634_,30.94µm
_00687_,30.92µm
_00551_,30.9µm
_00558_,30.9µm
_02844_,30.9µm
_00608_,30.89µm
net1544,30.89µm
net2831,30.89µm
_01137_,30.88µm
_04047_,30.88µm
_04412_,30.86µm
_06682_,30.86µm
net177,30.86µm
_01347_,30.85µm
_00114_,30.84µm
_00688_,30.84µm
_06247_,30.84µm
_06638_,30.83µm
_03962_,30.82µm
net909,30.82µm
_01938_,30.8µm
_02709_,30.8µm
_07096_,30.8µm
net3379,30.8µm
_05775_,30.78µm
net601,30.78µm
net1431,30.77µm
_04321_,30.76µm
net1994,30.76µm
_04011_,30.75µm
_02934_,30.74µm
_06415_,30.74µm
net2398,30.74µm
_01942_,30.73µm
_06915_,30.72µm
_04221_,30.7µm
_04967_,30.68µm
_01917_,30.66µm
_01966_,30.66µm
net478,30.66µm
_05752_,30.64µm
net3143,30.64µm
_02012_,30.63µm
net1084,30.63µm
adder_inst.i_a\[17\],30.62µm
net1035,30.615µm
net1442,30.6µm
net2463,30.6µm
net2816,30.58µm
_03671_,30.57µm
_01874_,30.55µm
_02791_,30.54µm
_04298_,30.53µm
_04889_,30.52µm
net1436,30.52µm
net1486,30.52µm
net461,30.51µm
_05340_,30.5µm
net575,30.5µm
_02827_,30.48µm
net491,30.48µm
net969,30.46µm
net2685,30.46µm
_01891_,30.44µm
_03423_,30.44µm
_05059_,30.42µm
_05434_,30.42µm
_05712_,30.42µm
_04877_,30.38µm
net564,30.38µm
net664,30.38µm
adder_inst.sum_raw_r\[21\],30.36µm
net1037,30.36µm
net628,30.32µm
_03319_,30.3µm
multiplier_inst.man_final\[12\],30.3µm
net317,30.3µm
net475,30.3µm
net1465,30.3µm
net2327,30.3µm
net2344,30.3µm
_02309_,30.295µm
net631,30.26µm
net1027,30.26µm
_03390_,30.25µm
net262,30.24µm
net2755,30.24µm
_06417_,30.23µm
net1392,30.22µm
net3381,30.22µm
_03921_,30.21µm
_06176_,30.21µm
_03408_,30.2µm
net264,30.2µm
_01616_,30.18µm
_05859_,30.18µm
_06053_,30.18µm
net735,30.165µm
_04276_,30.1µm
_07073_,30.1µm
net2382,30.08µm
_03080_,30.075µm
_03121_,30.06µm
_03426_,30.06µm
_04274_,30.06µm
_04442_,30.04µm
net1499,30.04µm
net1993,30.04µm
net873,30.025µm
_01323_,30.02µm
_01016_,30µm
_01136_,30µm
_04663_,30µm
_05713_,30µm
_06293_,29.98µm
_03035_,29.975µm
_05613_,29.96µm
net2284,29.96µm
net27,29.94µm
net1414,29.94µm
net2001,29.935µm
_03945_,29.92µm
net209,29.92µm
net512,29.92µm
net904,29.905µm
_04317_,29.9µm
_03425_,29.88µm
net979,29.88µm
_06172_,29.86µm
_04668_,29.84µm
_03197_,29.82µm
_05182_,29.82µm
_05214_,29.82µm
_06335_,29.82µm
net172,29.82µm
_06651_,29.8µm
net568,29.8µm
net673,29.8µm
_04212_,29.78µm
_05185_,29.78µm
_02581_,29.76µm
_04344_,29.74µm
_04898_,29.74µm
_06151_,29.74µm
net1353,29.74µm
net1472,29.73µm
_00524_,29.7µm
net1682,29.7µm
_00461_,29.68µm
_04784_,29.68µm
_02526_,29.66µm
_06943_,29.66µm
net652,29.66µm
_01624_,29.64µm
_02748_,29.64µm
net637,29.64µm
net2325,29.64µm
_02087_,29.62µm
net2774,29.62µm
_04297_,29.6µm
_05564_,29.6µm
net2011,29.6µm
adder_inst.exp_b\[2\],29.58µm
net997,29.58µm
_02080_,29.56µm
_06831_,29.525µm
_00087_,29.52µm
_05648_,29.52µm
net670,29.5µm
net1704,29.5µm
_06280_,29.49µm
_04901_,29.48µm
net401,29.48µm
_06834_,29.47µm
_01783_,29.46µm
_02691_,29.46µm
_02708_,29.46µm
_03690_,29.46µm
_04888_,29.46µm
_07003_,29.46µm
net2838,29.46µm
_04463_,29.44µm
net249,29.44µm
net823,29.42µm
net1016,29.42µm
_04086_,29.4µm
net805,29.4µm
net1685,29.38µm
_01481_,29.36µm
_03678_,29.36µm
_04234_,29.36µm
_04474_,29.36µm
_06088_,29.36µm
_06410_,29.355µm
net678,29.35µm
net2587,29.34µm
_02349_,29.32µm
_04768_,29.32µm
net897,29.32µm
_03495_,29.3µm
_04423_,29.3µm
_04539_,29.3µm
_03705_,29.28µm
_07052_,29.28µm
net906,29.28µm
net948,29.28µm
net2021,29.26µm
_02100_,29.25µm
_01781_,29.24µm
net387,29.24µm
net596,29.24µm
net2377,29.24µm
net3163,29.24µm
net2008,29.22µm
_05889_,29.2µm
net473,29.18µm
net2569,29.18µm
net1565,29.17µm
_00843_,29.16µm
_04482_,29.16µm
_04635_,29.16µm
_06421_,29.16µm
net384,29.16µm
net665,29.16µm
net151,29.16µm
_04053_,29.14µm
_05790_,29.14µm
net1329,29.13µm
net1283,29.12µm
net1420,29.1µm
_03519_,29.06µm
net494,29.06µm
net2616,29.06µm
_01755_,29.04µm
_04013_,29.04µm
net954,29.04µm
net1275,29.025µm
_00935_,29.02µm
_01234_,29.02µm
net2316,29.02µm
_01265_,29µm
_02405_,29µm
_05757_,29µm
net1804,28.975µm
_04642_,28.96µm
_04714_,28.96µm
net798,28.96µm
_04173_,28.94µm
_06379_,28.94µm
net831,28.94µm
net2725,28.935µm
net1302,28.92µm
_01927_,28.9µm
net612,28.9µm
net932,28.9µm
_00218_,28.88µm
_05792_,28.88µm
net908,28.88µm
_05319_,28.86µm
net2193,28.86µm
_01332_,28.845µm
_04259_,28.84µm
_05181_,28.84µm
net267,28.84µm
net355,28.84µm
net425,28.83µm
_04394_,28.82µm
_00992_,28.8µm
_04857_,28.8µm
_05664_,28.8µm
_06562_,28.8µm
_06603_,28.8µm
net801,28.8µm
net1643,28.8µm
_01045_,28.78µm
_03783_,28.78µm
_04009_,28.78µm
_04879_,28.775µm
_01903_,28.76µm
_02245_,28.76µm
_02765_,28.76µm
_03129_,28.76µm
_04481_,28.76µm
_06886_,28.76µm
net2049,28.755µm
net1795,28.74µm
_06584_,28.72µm
_06868_,28.72µm
_03373_,28.7µm
net469,28.7µm
net617,28.7µm
net2909,28.7µm
_02937_,28.68µm
_04834_,28.68µm
_06226_,28.68µm
net200,28.68µm
_00898_,28.66µm
net1356,28.64µm
net1645,28.64µm
net2161,28.635µm
_03925_,28.62µm
_04060_,28.62µm
_05199_,28.6µm
multiplier_inst.is_zero_r,28.6µm
_01930_,28.58µm
_04993_,28.58µm
_05112_,28.58µm
net55,28.58µm
net644,28.58µm
net2902,28.58µm
_01210_,28.56µm
_01350_,28.56µm
_00543_,28.54µm
_04443_,28.54µm
net198,28.54µm
_03028_,28.52µm
_06403_,28.52µm
net1493,28.52µm
net1736,28.515µm
_03256_,28.5µm
_06467_,28.5µm
net951,28.5µm
net3369,28.5µm
_06515_,28.48µm
adder_inst.exp_a\[5\],28.48µm
net75,28.48µm
net991,28.48µm
_03961_,28.46µm
_05072_,28.455µm
net592,28.445µm
_01533_,28.44µm
_02193_,28.44µm
_03049_,28.44µm
_03077_,28.44µm
net332,28.44µm
net656,28.43µm
_05023_,28.42µm
_05585_,28.42µm
net639,28.4µm
_01062_,28.38µm
_01423_,28.38µm
_03015_,28.38µm
_03692_,28.375µm
_02977_,28.36µm
_06595_,28.34µm
net2067,28.34µm
_01969_,28.32µm
net696,28.32µm
_06065_,28.29µm
_03317_,28.28µm
_03967_,28.28µm
_04381_,28.26µm
net841,28.26µm
_01047_,28.24µm
_06547_,28.24µm
net103,28.24µm
net574,28.24µm
_05497_,28.23µm
_02160_,28.22µm
_06586_,28.22µm
net1572,28.18µm
net2959,28.18µm
_04574_,28.16µm
_02276_,28.14µm
net1601,28.135µm
_02803_,28.12µm
net668,28.12µm
net1158,28.11µm
_03672_,28.1µm
_01306_,28.08µm
net595,28.08µm
_05549_,28.055µm
_00893_,28.04µm
net238,28.04µm
net2002,28.04µm
net2341,28.04µm
_03694_,28.02µm
_03916_,28.02µm
_05046_,28.02µm
adder_inst.sum_raw\[4\],28.02µm
net864,28.02µm
net3195,28.02µm
_06613_,28µm
net393,28µm
net1856,28µm
net2416,28µm
_01309_,27.98µm
_02188_,27.98µm
net2743,27.98µm
_05661_,27.96µm
_06168_,27.96µm
net1325,27.96µm
net1296,27.95µm
net1501,27.95µm
add_res\[11\],27.94µm
net682,27.94µm
net2518,27.94µm
net251,27.92µm
_05943_,27.91µm
_03113_,27.9µm
_03488_,27.9µm
net2090,27.9µm
_01120_,27.88µm
_04935_,27.88µm
adder_inst.sum_raw\[20\],27.88µm
net2623,27.88µm
_06096_,27.86µm
net944,27.86µm
net3114,27.86µm
net2056,27.86µm
_01525_,27.82µm
_03775_,27.82µm
_05447_,27.82µm
_05582_,27.78µm
_06983_,27.78µm
net1305,27.78µm
net924,27.74µm
i_a[24],27.73µm
i_a[6],27.73µm
_00746_,27.72µm
net2354,27.72µm
_04427_,27.7µm
_05595_,27.7µm
_05332_,27.69µm
net3377,27.68µm
net3385,27.68µm
_06444_,27.66µm
net454,27.66µm
net813,27.66µm
net2153,27.66µm
_02408_,27.64µm
_03341_,27.64µm
_05659_,27.64µm
net956,27.64µm
net118,27.62µm
net663,27.62µm
net2539,27.61µm
_00216_,27.6µm
net408,27.6µm
_05190_,27.58µm
net723,27.58µm
net1044,27.58µm
net1312,27.58µm
net3135,27.58µm
net611,27.555µm
_04362_,27.55µm
_00803_,27.54µm
_02767_,27.54µm
_04037_,27.54µm
_04080_,27.54µm
net203,27.54µm
_02782_,27.52µm
_04667_,27.52µm
_06101_,27.52µm
_02820_,27.5µm
_04245_,27.5µm
net235,27.5µm
net695,27.5µm
_03881_,27.48µm
_04732_,27.48µm
_06608_,27.48µm
net2861,27.48µm
adder_inst.exp_b_r\[2\],27.47µm
_04771_,27.46µm
net907,27.46µm
_00522_,27.44µm
_01592_,27.44µm
adder_inst.sum_raw_r\[24\],27.44µm
net1156,27.42µm
net1394,27.42µm
net2680,27.42µm
_01707_,27.4µm
_01845_,27.4µm
_05611_,27.4µm
i_a[1],27.39µm
_03384_,27.38µm
_00219_,27.37µm
_01912_,27.37µm
_00610_,27.36µm
_02832_,27.36µm
_03404_,27.36µm
_04905_,27.36µm
_06579_,27.34µm
net1134,27.34µm
net1573,27.34µm
net750,27.32µm
net702,27.31µm
_05580_,27.3µm
net769,27.3µm
net1758,27.3µm
_00115_,27.28µm
_04430_,27.28µm
_05307_,27.28µm
net937,27.28µm
_02746_,27.26µm
_04099_,27.26µm
net1316,27.25µm
_04464_,27.24µm
_06413_,27.24µm
_04371_,27.22µm
_02939_,27.2µm
_04881_,27.2µm
_02143_,27.18µm
net34,27.18µm
_01814_,27.16µm
_03104_,27.16µm
net1287,27.155µm
_03040_,27.14µm
_06665_,27.14µm
_06038_,27.135µm
_02224_,27.12µm
net2845,27.12µm
_00888_,27.1µm
_04923_,27.1µm
_05550_,27.1µm
_06478_,27.1µm
net2492,27.1µm
_02489_,27.06µm
_01860_,27.04µm
_03489_,27.04µm
_06770_,27.04µm
net2148,27.04µm
_00924_,27.02µm
_02260_,27.02µm
_03344_,27.02µm
_05656_,27.02µm
_00878_,27.01µm
_06380_,27µm
net170,27µm
_04682_,26.98µm
_04820_,26.98µm
_06482_,26.98µm
_06110_,26.96µm
net465,26.96µm
_00801_,26.94µm
_02014_,26.92µm
_01064_,26.9µm
_01895_,26.9µm
_02800_,26.9µm
_02851_,26.9µm
_06454_,26.9µm
_02891_,26.88µm
_06357_,26.88µm
net143,26.88µm
net1746,26.88µm
net2869,26.88µm
_02915_,26.86µm
_06445_,26.86µm
net2882,26.86µm
_06652_,26.84µm
net2637,26.84µm
net1249,26.84µm
_04496_,26.82µm
_05360_,26.81µm
net1874,26.805µm
_02091_,26.78µm
_06315_,26.78µm
net573,26.76µm
_02054_,26.72µm
_04369_,26.705µm
_03119_,26.7µm
_03635_,26.7µm
_06306_,26.7µm
_06535_,26.7µm
net1213,26.7µm
_04365_,26.68µm
_06475_,26.68µm
_04501_,26.67µm
_02534_,26.66µm
_04244_,26.66µm
_04401_,26.66µm
_05142_,26.66µm
_05756_,26.66µm
net2688,26.66µm
_02134_,26.64µm
net1398,26.64µm
net882,26.63µm
_03560_,26.62µm
net616,26.62µm
net867,26.62µm
_05091_,26.6µm
_03955_,26.58µm
net1057,26.58µm
_03954_,26.57µm
_01012_,26.56µm
_03850_,26.56µm
net1504,26.56µm
clknet_leaf_13_clk,26.56µm
_00215_,26.54µm
_01842_,26.54µm
_04116_,26.54µm
_04294_,26.54µm
_06332_,26.54µm
net662,26.54µm
net1379,26.54µm
_02098_,26.525µm
_03325_,26.52µm
_01453_,26.5µm
_01729_,26.5µm
_04972_,26.5µm
_04247_,26.48µm
net1907,26.48µm
_01115_,26.46µm
_06327_,26.44µm
net686,26.44µm
_02267_,26.42µm
