net,length_um
adder_inst.i_b\[0\],25.28µm
mul_res\[6\],25.22µm
_0437_,25.18µm
_2165_,25.16µm
_1250_,25.14µm
_1474_,25.14µm
_2146_,25.14µm
net710,25.125µm
_1573_,25.12µm
_2257_,25.11µm
_1471_,25.08µm
_2930_,25.08µm
_0508_,25.06µm
_0489_,24.99µm
_0488_,24.98µm
_4079_,24.96µm
_1066_,24.94µm
_2445_,24.88µm
_0774_,24.84µm
_0778_,24.8µm
_0863_,24.8µm
_0776_,24.78µm
adder_inst.exp_larger_r\[4\],24.76µm
_3687_,24.74µm
_1664_,24.72µm
_1735_,24.7µm
_1206_,24.68µm
_1222_,24.68µm
_1826_,24.66µm
_2977_,24.64µm
_3474_,24.635µm
_2404_,24.59µm
_2548_,24.575µm
_2507_,24.56µm
_0848_,24.5µm
_4135_,24.5µm
_1209_,24.45µm
_2103_,24.44µm
_3290_,24.44µm
_0078_,24.36µm
_0960_,24.36µm
_3026_,24.32µm
_1136_,24.3µm
_2849_,24.3µm
_3693_,24.3µm
_3895_,24.3µm
adder_inst.man_b_r\[4\],24.3µm
_0957_,24.28µm
_2719_,24.28µm
_0717_,24.26µm
_3967_,24.24µm
_4521_,24.22µm
_2110_,24.18µm
_1235_,24.16µm
_1844_,24.16µm
_4231_,24.14µm
_4309_,24.14µm
_1904_,24.1µm
_3344_,24.1µm
_3679_,24.1µm
_4513_,24.1µm
_0513_,24.085µm
_1105_,24.08µm
_0789_,24.06µm
_3831_,24.06µm
multiplier_inst.man_final\[22\],24.04µm
_2463_,24µm
_2867_,23.98µm
_3238_,23.975µm
_4121_,23.96µm
_0899_,23.94µm
_1674_,23.9µm
_3081_,23.88µm
adder_inst.i_b\[20\],23.88µm
_2289_,23.86µm
_4254_,23.86µm
_3841_,23.84µm
_4170_,23.8µm
_4186_,23.8µm
_1020_,23.78µm
_3997_,23.78µm
_2346_,23.76µm
_0775_,23.75µm
_0689_,23.72µm
adder_inst.exp_a\[1\],23.72µm
mul_res\[4\],23.7µm
_3820_,23.685µm
_3112_,23.68µm
_3712_,23.68µm
_3947_,23.68µm
_0542_,23.64µm
net22,23.64µm
_0708_,23.62µm
_1279_,23.62µm
adder_inst.exp_a_r\[6\],23.6µm
_3747_,23.58µm
_0558_,23.56µm
_3416_,23.56µm
_0839_,23.54µm
_2546_,23.54µm
_3662_,23.52µm
_3009_,23.5µm
_3034_,23.5µm
adder_inst.sum_raw_r\[17\],23.5µm
_1385_,23.48µm
_0849_,23.46µm
_3306_,23.46µm
_3596_,23.44µm
_0534_,23.42µm
_2487_,23.42µm
_0099_,23.38µm
_1216_,23.38µm
_2969_,23.38µm
_3299_,23.37µm
_3043_,23.355µm
_1656_,23.34µm
_3707_,23.3µm
_4387_,23.3µm
_0029_,23.28µm
_3378_,23.28µm
_2184_,23.26µm
net606,23.26µm
_1579_,23.22µm
net720,23.2µm
_1733_,23.18µm
_1882_,23.14µm
_2491_,23.14µm
_3595_,23.12µm
_4020_,23.1µm
_3266_,23.08µm
_3374_,23.06µm
_3833_,23.04µm
_0972_,23.02µm
_0427_,22.97µm
_4098_,22.97µm
_3990_,22.96µm
_2528_,22.94µm
_0095_,22.905µm
_1798_,22.9µm
_3860_,22.9µm
adder_inst.exp_b\[5\],22.84µm
_3210_,22.82µm
_0832_,22.8µm
_1018_,22.8µm
_3782_,22.8µm
_0978_,22.74µm
_1940_,22.74µm
_0490_,22.72µm
_0764_,22.72µm
_3250_,22.72µm
_0004_,22.7µm
_2175_,22.68µm
_2343_,22.68µm
_4487_,22.68µm
_2176_,22.66µm
_2598_,22.65µm
_0855_,22.64µm
_4338_,22.625µm
_0840_,22.62µm
_0499_,22.6µm
_0749_,22.58µm
_4203_,22.56µm
_2996_,22.5µm
_1694_,22.46µm
_2006_,22.42µm
_4053_,22.385µm
_3086_,22.38µm
_3758_,22.38µm
multiplier_inst.sign_res,22.38µm
_3717_,22.36µm
_4022_,22.34µm
_1930_,22.32µm
_4065_,22.3µm
_4317_,22.3µm
_1956_,22.28µm
_3919_,22.28µm
_4116_,22.28µm
_1081_,22.26µm
_3343_,22.26µm
_4087_,22.26µm
_0018_,22.24µm
_1713_,22.22µm
mul_res\[3\],22.22µm
_3817_,22.21µm
_1585_,22.2µm
_1283_,22.16µm
_1920_,22.12µm
_2685_,22.12µm
_3218_,22.12µm
_3209_,22.08µm
_4078_,22.08µm
_3889_,22.075µm
_2022_,22.04µm
_2496_,22.04µm
_3058_,22.04µm
_3826_,22.04µm
_0514_,22.01µm
_2087_,21.955µm
_2713_,21.94µm
_0669_,21.89µm
_1268_,21.88µm
net102,21.88µm
adder_inst.man_a\[23\],21.86µm
_2370_,21.84µm
_3764_,21.82µm
_0909_,21.81µm
_2766_,21.81µm
_3064_,21.8µm
_4177_,21.8µm
_4352_,21.73µm
_0707_,21.7µm
_3625_,21.66µm
_3949_,21.66µm
_1710_,21.58µm
_3142_,21.58µm
adder_inst.i_b\[1\],21.54µm
_4101_,21.5µm
_3326_,21.485µm
_2485_,21.48µm
multiplier_inst.exp_final\[3\],21.48µm
_0790_,21.47µm
_1104_,21.46µm
_0728_,21.42µm
_2888_,21.42µm
_3976_,21.42µm
_4127_,21.42µm
_2349_,21.415µm
_2954_,21.34µm
_3098_,21.28µm
_3303_,21.27µm
_1119_,21.26µm
_1924_,21.26µm
_2735_,21.26µm
_4133_,21.24µm
_2400_,21.2µm
_0806_,21.18µm
_3284_,21.18µm
_4509_,21.18µm
_4280_,21.16µm
_1475_,21.12µm
_1787_,21.12µm
_3737_,21.12µm
_1510_,21.1µm
net32,21.1µm
_2271_,21.06µm
_2810_,21.06µm
_0671_,21.04µm
_2153_,21.04µm
_3376_,21.02µm
_2683_,21.015µm
_1340_,21µm
_1315_,20.98µm
_2106_,20.98µm
_3280_,20.98µm
_3511_,20.98µm
_2819_,20.9µm
_3401_,20.88µm
_0854_,20.82µm
_1223_,20.78µm
_2654_,20.78µm
_2571_,20.76µm
_2295_,20.74µm
_2836_,20.74µm
_4102_,20.735µm
_0016_,20.72µm
_2537_,20.72µm
_3767_,20.7µm
_1800_,20.685µm
_1759_,20.58µm
_3346_,20.58µm
multiplier_inst.man_final\[13\],20.58µm
_0557_,20.54µm
_0801_,20.54µm
net598,20.54µm
_1466_,20.52µm
_3821_,20.52µm
_1115_,20.5µm
_1190_,20.5µm
_0971_,20.48µm
_3787_,20.46µm
_4082_,20.46µm
_2433_,20.44µm
_4221_,20.44µm
_2875_,20.395µm
_1464_,20.38µm
_3018_,20.36µm
_2037_,20.34µm
_1841_,20.32µm
_2730_,20.32µm
_3750_,20.32µm
_4071_,20.28µm
_1628_,20.24µm
multiplier_inst.man_final\[10\],20.24µm
_2212_,20.22µm
_2633_,20.22µm
_3554_,20.2µm
_3314_,20.18µm
_0593_,20.16µm
_0688_,20.16µm
_3200_,20.14µm
_2145_,20.12µm
_3012_,20.12µm
_3524_,20.12µm
_0419_,20.1µm
_2886_,20.1µm
_3903_,20.1µm
_4096_,20.1µm
net600,20.1µm
_0804_,20.06µm
adder_inst.man_a_r\[5\],20.04µm
_2041_,20µm
net152,20µm
_3390_,19.98µm
_0607_,19.96µm
_1064_,19.94µm
_0680_,19.9µm
_1771_,19.9µm
_2016_,19.86µm
_3741_,19.86µm
_2137_,19.84µm
adder_inst.exp_b\[7\],19.76µm
_0620_,19.74µm
_1445_,19.66µm
_1693_,19.66µm
net4,19.66µm
_0042_,19.62µm
_1351_,19.62µm
_2532_,19.6µm
_2913_,19.6µm
_1885_,19.58µm
_4347_,19.58µm
_2623_,19.56µm
_1009_,19.52µm
_2530_,19.48µm
_1742_,19.46µm
_2080_,19.455µm
net611,19.4µm
_0963_,19.38µm
_1404_,19.36µm
_3803_,19.36µm
_3954_,19.36µm
_1974_,19.32µm
_2302_,19.32µm
_2788_,19.32µm
_4428_,19.32µm
_4458_,19.32µm
multiplier_inst.exp_final\[4\],19.3µm
_1932_,19.28µm
_1766_,19.24µm
_3305_,19.24µm
_0068_,19.18µm
_4537_,19.18µm
_1574_,19.16µm
_4529_,19.16µm
_2872_,19.14µm
_1299_,19.12µm
_3037_,19.08µm
_2684_,19.06µm
_1219_,19.04µm
_3386_,19.04µm
_3389_,19.04µm
_0911_,19µm
_1375_,19µm
_2263_,19µm
net695,19µm
_1413_,18.96µm
_1019_,18.94µm
_4340_,18.9µm
adder_inst.exp_b\[4\],18.9µm
_0955_,18.88µm
_0988_,18.86µm
_1193_,18.86µm
_2174_,18.86µm
_3493_,18.86µm
_3955_,18.86µm
_2958_,18.82µm
_0626_,18.8µm
_1183_,18.8µm
_3286_,18.8µm
_1609_,18.78µm
_2189_,18.78µm
_2983_,18.78µm
_4393_,18.78µm
_0582_,18.74µm
adder_inst.i_vld_r2,18.7µm
net684,18.68µm
_4041_,18.66µm
_1447_,18.64µm
_1178_,18.62µm
_2444_,18.62µm
_1512_,18.6µm
_1618_,18.52µm
_2071_,18.52µm
_3265_,18.52µm
_0881_,18.5µm
_2826_,18.5µm
_3359_,18.48µm
_4296_,18.48µm
adder_inst.sum_raw_r\[20\],18.48µm
_1139_,18.46µm
_2323_,18.46µm
_3391_,18.46µm
_0668_,18.44µm
multiplier_inst.man_final\[16\],18.42µm
_3174_,18.4µm
_0858_,18.38µm
_4110_,18.345µm
_0426_,18.34µm
_1387_,18.32µm
_2324_,18.3µm
_2786_,18.3µm
_3396_,18.27µm
_1855_,18.26µm
_2558_,18.26µm
_0471_,18.2µm
mul_res\[1\],18.18µm
_0661_,18.14µm
_0435_,18.12µm
_2025_,18.12µm
_2379_,18.1µm
_0810_,18.08µm
_3192_,18.08µm
_4420_,18.08µm
_0896_,18.07µm
_3734_,18.06µm
_1076_,18.04µm
_3964_,18.035µm
_0554_,18.02µm
_3444_,18.02µm
multiplier_inst.man_final\[12\],18.02µm
i_b[18],18.01µm
_0991_,18µm
_1852_,17.98µm
_2355_,17.98µm
_3068_,17.98µm
_0674_,17.96µm
_4154_,17.96µm
_4277_,17.96µm
multiplier_inst.exp_final\[5\],17.96µm
_2796_,17.95µm
_0777_,17.94µm
_2250_,17.94µm
_3242_,17.92µm
_2864_,17.9µm
_2508_,17.88µm
_0850_,17.86µm
_2026_,17.86µm
adder_inst.i_b\[9\],17.82µm
_2065_,17.78µm
_4235_,17.78µm
_3933_,17.74µm
_3784_,17.72µm
_0097_,17.7µm
_2555_,17.68µm
_4218_,17.68µm
multiplier_inst.man_final\[18\],17.66µm
_3874_,17.64µm
_3989_,17.64µm
_3323_,17.63µm
_3185_,17.6µm
_1964_,17.58µm
_1747_,17.52µm
_4169_,17.52µm
_0865_,17.5µm
_1128_,17.48µm
_4300_,17.48µm
adder_inst.i_b\[6\],17.48µm
_3657_,17.47µm
_1653_,17.46µm
_2280_,17.46µm
_4159_,17.44µm
_4533_,17.44µm
_4394_,17.42µm
_1671_,17.4µm
_4557_,17.385µm
_4351_,17.36µm
_3204_,17.34µm
_1405_,17.32µm
opcode,17.32µm
_1344_,17.28µm
_1316_,17.24µm
_1687_,17.24µm
_1806_,17.24µm
_2553_,17.24µm
_2151_,17.22µm
adder_inst.i_a\[8\],17.22µm
_4536_,17.2µm
_1554_,17.18µm
_0440_,17.14µm
_1937_,17.14µm
_2000_,17.14µm
_3004_,17.14µm
_3208_,17.14µm
_4258_,17.14µm
_2405_,17.1µm
_2497_,17.1µm
_2029_,17.08µm
_3931_,17.08µm
_0533_,17.06µm
_2818_,17.06µm
_2926_,17.06µm
_4095_,17.06µm
_4534_,17.02µm
_1533_,16.98µm
_4153_,16.98µm
_0816_,16.97µm
_2704_,16.96µm
adder_inst.exp_b\[3\],16.96µm
_0758_,16.94µm
_3809_,16.94µm
_4219_,16.94µm
_2677_,16.9µm
_0634_,16.88µm
_1135_,16.88µm
_1469_,16.87µm
_4050_,16.86µm
add_res\[1\],16.86µm
adder_inst.i_a\[0\],16.86µm
_2449_,16.84µm
_3223_,16.84µm
mul_res\[5\],16.84µm
_1408_,16.82µm
_1518_,16.82µm
_0719_,16.8µm
_0005_,16.78µm
_1645_,16.78µm
_3072_,16.78µm
_3421_,16.74µm
_4051_,16.74µm
_2226_,16.72µm
net110,16.7µm
_2699_,16.68µm
_2366_,16.66µm
_3129_,16.66µm
_0954_,16.64µm
_0454_,16.62µm
_1298_,16.62µm
_1411_,16.62µm
_3601_,16.62µm
_1234_,16.6µm
_1555_,16.6µm
_1836_,16.6µm
_2291_,16.6µm
_2448_,16.6µm
multiplier_inst.man_final\[9\],16.6µm
_1883_,16.58µm
_2669_,16.56µm
_3642_,16.54µm
adder_inst.is_zero_b,16.54µm
_0632_,16.52µm
_2193_,16.52µm
_2874_,16.52µm
_2635_,16.51µm
_1040_,16.5µm
_1979_,16.5µm
_1824_,16.48µm
mul_res\[18\],16.48µm
_2820_,16.46µm
_0040_,16.44µm
_1129_,16.44µm
_1448_,16.44µm
_2392_,16.4µm
_2830_,16.4µm
_3157_,16.4µm
_1319_,16.38µm
_0662_,16.37µm
_2268_,16.34µm
_2297_,16.32µm
_3834_,16.32µm
_1242_,16.3µm
_2890_,16.3µm
_4348_,16.28µm
_3934_,16.26µm
_2458_,16.235µm
_2179_,16.22µm
_3222_,16.22µm
_1333_,16.2µm
_4146_,16.2µm
_1120_,16.18µm
_3535_,16.18µm
_3708_,16.18µm
_4449_,16.18µm
_1699_,16.16µm
_4003_,16.16µm
_0446_,16.14µm
_3696_,16.14µm
net608,16.14µm
_2352_,16.12µm
_0755_,16.1µm
_1035_,16.1µm
_2560_,16.1µm
_2649_,16.09µm
_2727_,16.08µm
_3382_,16.08µm
_2401_,16.06µm
_2550_,16.06µm
_3164_,16.06µm
_3928_,16.06µm
_4044_,16.06µm
_4412_,16.06µm
_2077_,16.05µm
_0463_,16.03µm
_2240_,16.02µm
_4369_,16.02µm
_2262_,16.01µm
net96,16µm
_0071_,15.98µm
_2381_,15.98µm
_3925_,15.98µm
_2902_,15.94µm
_4442_,15.94µm
_4057_,15.92µm
_4149_,15.92µm
_2113_,15.9µm
_2389_,15.9µm
_0866_,15.88µm
_0886_,15.88µm
_3948_,15.88µm
_1969_,15.86µm
_3293_,15.86µm
_3939_,15.86µm
_4247_,15.86µm
_4336_,15.86µm
adder_inst.i_a\[15\],15.86µm
_1568_,15.855µm
_1082_,15.82µm
_4250_,15.82µm
_0506_,15.8µm
_4140_,15.78µm
_4554_,15.78µm
net593,15.76µm
_1755_,15.74µm
adder_inst.exp_a\[0\],15.72µm
_0591_,15.71µm
_2039_,15.7µm
_2182_,15.69µm
_2310_,15.68µm
_1677_,15.66µm
_1721_,15.66µm
_4559_,15.66µm
add_res\[31\],15.66µm
_1834_,15.605µm
_2144_,15.6µm
_2543_,15.6µm
_0876_,15.585µm
_0654_,15.58µm
_3405_,15.58µm
_4494_,15.58µm
_2395_,15.56µm
_2688_,15.56µm
_1073_,15.52µm
_1079_,15.52µm
_2637_,15.52µm
adder_inst.i_a\[1\],15.52µm
_0873_,15.5µm
_3876_,15.5µm
_1071_,15.485µm
multiplier_inst.man_final\[8\],15.48µm
net701,15.48µm
_2276_,15.47µm
_1702_,15.46µm
_3800_,15.46µm
_3675_,15.45µm
_2015_,15.44µm
_4074_,15.44µm
_0686_,15.42µm
_2167_,15.4µm
_3003_,15.4µm
_0754_,15.38µm
_2231_,15.38µm
_3743_,15.38µm
adder_inst.i_a\[14\],15.38µm
o_res[24],15.38µm
_0993_,15.36µm
_3186_,15.36µm
_4072_,15.36µm
i_a[31],15.36µm
_2436_,15.34µm
_4550_,15.34µm
_3814_,15.325µm
adder_inst.i_b\[14\],15.31µm
_1829_,15.3µm
_2483_,15.3µm
multiplier_inst.man_final\[11\],15.3µm
net54,15.3µm
_2437_,15.28µm
_2468_,15.28µm
_1943_,15.26µm
_2229_,15.24µm
_2070_,15.22µm
_2111_,15.22µm
_2156_,15.22µm
_3033_,15.22µm
_3055_,15.22µm
_4092_,15.22µm
_1663_,15.16µm
_2480_,15.16µm
_1936_,15.14µm
_3126_,15.14µm
_3288_,15.14µm
_3485_,15.14µm
_3765_,15.14µm
_2718_,15.13µm
_2236_,15.12µm
_3268_,15.12µm
_1339_,15.1µm
_1854_,15.1µm
_2456_,15.1µm
_2695_,15.1µm
_4094_,15.1µm
multiplier_inst.exp_final\[1\],15.06µm
net88,15.055µm
_1060_,15.02µm
_1094_,15.02µm
_3366_,15.02µm
_4506_,15.02µm
_0623_,15µm
_3832_,15µm
_4067_,14.99µm
_2602_,14.98µm
_3023_,14.98µm
_0742_,14.96µm
_2244_,14.96µm
_2650_,14.96µm
_2952_,14.96µm
_2154_,14.95µm
_2488_,14.94µm
multiplier_inst.man_final_r\[1\],14.94µm
_1897_,14.92µm
_1125_,14.9µm
_3198_,14.9µm
_3583_,14.9µm
add_res\[28\],14.9µm
_0968_,14.88µm
_1480_,14.88µm
_2095_,14.88µm
_4075_,14.88µm
_1613_,14.86µm
_2561_,14.86µm
_3175_,14.86µm
_3245_,14.86µm
_1015_,14.85µm
_1091_,14.85µm
_4032_,14.84µm
_4510_,14.84µm
_3076_,14.8µm
_1706_,14.78µm
_0903_,14.76µm
_1265_,14.76µm
_2968_,14.76µm
_3517_,14.76µm
_4260_,14.76µm
_4064_,14.745µm
_1423_,14.74µm
_1646_,14.74µm
adder_inst.exp_a\[4\],14.7µm
_1130_,14.68µm
_0984_,14.66µm
net711,14.66µm
_1901_,14.64µm
_2150_,14.64µm
_2551_,14.64µm
_2606_,14.64µm
_3894_,14.64µm
_1503_,14.6µm
_1973_,14.6µm
_3751_,14.6µm
_3056_,14.59µm
_2408_,14.58µm
_0939_,14.56µm
_3097_,14.56µm
_1906_,14.54µm
_1927_,14.54µm
_1975_,14.54µm
_3128_,14.54µm
_3891_,14.54µm
_4467_,14.54µm
adder_inst.i_b\[15\],14.54µm
_1914_,14.53µm
_0074_,14.52µm
_1790_,14.52µm
_1866_,14.52µm
_1881_,14.52µm
_3638_,14.52µm
net16,14.52µm
_0625_,14.5µm
_1774_,14.5µm
_3154_,14.5µm
adder_inst.exp_b\[2\],14.5µm
mul_res\[31\],14.5µm
_1096_,14.48µm
_1308_,14.48µm
_2320_,14.46µm
_2471_,14.46µm
net134,14.46µm
_3963_,14.41µm
_0021_,14.4µm
_2225_,14.4µm
_3143_,14.4µm
_0659_,14.36µm
_0739_,14.36µm
net675,14.36µm
_0474_,14.34µm
_0560_,14.34µm
_0857_,14.34µm
_1452_,14.34µm
_2868_,14.32µm
net94,14.32µm
_1228_,14.3µm
_1354_,14.3µm
_1647_,14.3µm
_1965_,14.3µm
_1767_,14.28µm
_0797_,14.26µm
_1276_,14.26µm
_1731_,14.26µm
_2768_,14.25µm
_0825_,14.23µm
_0736_,14.22µm
_2181_,14.22µm
_3233_,14.22µm
_3285_,14.22µm
_4024_,14.22µm
_4480_,14.22µm
_1815_,14.2µm
_3892_,14.2µm
_0914_,14.195µm
_1751_,14.18µm
_1760_,14.18µm
_2002_,14.18µm
_2871_,14.18µm
_3853_,14.18µm
_0436_,14.145µm
_0420_,14.1µm
_1108_,14.1µm
_1835_,14.1µm
_2115_,14.1µm
_2202_,14.1µm
_2411_,14.1µm
_3091_,14.1µm
i_b[31],14.1µm
_0885_,14.08µm
_1061_,14.08µm
_1818_,14.08µm
_1625_,14.06µm
_1619_,14.04µm
_2252_,14.04µm
_2500_,14.035µm
_0635_,14.02µm
_4396_,14.02µm
_2420_,14.01µm
_0464_,14µm
_1109_,14µm
_1791_,14µm
_0792_,13.98µm
_0904_,13.98µm
_2008_,13.98µm
_3065_,13.98µm
_2646_,13.96µm
_4474_,13.96µm
_2743_,13.94µm
_0581_,13.92µm
_2043_,13.92µm
_2502_,13.91µm
_3350_,13.9µm
_2597_,13.88µm
_3788_,13.88µm
_0515_,13.86µm
_1414_,13.86µm
_2228_,13.86µm
adder_inst.i_b\[7\],13.86µm
_1865_,13.84µm
_2856_,13.84µm
_4543_,13.84µm
_0532_,13.82µm
net118,13.82µm
_1517_,13.8µm
_2020_,13.8µm
_2220_,13.8µm
_3119_,13.8µm
_3877_,13.79µm
_0741_,13.78µm
_1873_,13.78µm
_2249_,13.78µm
_4417_,13.78µm
_2325_,13.765µm
net713,13.765µm
_0507_,13.76µm
_1313_,13.76µm
adder_inst.exp_a_r\[7\],13.76µm
_0843_,13.72µm
_3310_,13.72µm
net101,13.72µm
_3746_,13.715µm
_2691_,13.7µm
net49,13.685µm
_0028_,13.68µm
_1521_,13.68µm
_1976_,13.68µm
_0975_,13.64µm
_1386_,13.64µm
_0495_,13.6µm
_1571_,13.6µm
_2084_,13.6µm
_3768_,13.6µm
_1021_,13.58µm
_2407_,13.58µm
_4108_,13.58µm
_4273_,13.58µm
_0666_,13.56µm
_1086_,13.56µm
_1637_,13.56µm
_0523_,13.54µm
_1281_,13.54µm
_3945_,13.54µm
_4422_,13.54µm
net13,13.54µm
_4007_,13.52µm
_4373_,13.52µm
_0059_,13.5µm
_0808_,13.5µm
_0920_,13.5µm
_1915_,13.5µm
_2851_,13.5µm
_3046_,13.5µm
_3673_,13.5µm
adder_inst.i_a\[6\],13.5µm
_2121_,13.49µm
_0424_,13.48µm
_1572_,13.48µm
_3035_,13.48µm
_1099_,13.46µm
_3152_,13.46µm
net55,13.46µm
_0964_,13.445µm
_2709_,13.44µm
_4123_,13.435µm
_3456_,13.42µm
_3670_,13.42µm
_4291_,13.42µm
_4305_,13.42µm
multiplier_inst.man_final_r\[20\],13.42µm
o_res[31],13.42µm
_3071_,13.4µm
_4376_,13.4µm
_4538_,13.395µm
_2303_,13.39µm
_0874_,13.38µm
_1581_,13.38µm
_1953_,13.38µm
_2577_,13.38µm
_0941_,13.36µm
_2929_,13.36µm
_1323_,13.35µm
_0525_,13.34µm
_1369_,13.32µm
_1816_,13.32µm
_0590_,13.3µm
_1977_,13.3µm
_2386_,13.3µm
_1363_,13.29µm
_1802_,13.26µm
_1870_,13.26µm
_2333_,13.26µm
_3096_,13.26µm
_1563_,13.24µm
_1307_,13.22µm
_1546_,13.22µm
_2519_,13.22µm
_3669_,13.22µm
clknet_leaf_2_clk,13.19µm
_2213_,13.18µm
i_a[18],13.18µm
i_b[24],13.18µm
net596,13.18µm
_3327_,13.17µm
_1042_,13.16µm
_2457_,13.16µm
_1336_,13.14µm
_1639_,13.14µm
net19,13.14µm
_1626_,13.13µm
_2292_,13.12µm
_0470_,13.1µm
_2687_,13.1µm
_3544_,13.1µm
_4390_,13.1µm
_3241_,13.09µm
_2187_,13.08µm
_3121_,13.08µm
_3454_,13.08µm
_3546_,13.08µm
o_res_vld,13.08µm
_3483_,13.07µm
_3671_,13.07µm
net690,13.06µm
_4359_,13.05µm
_0015_,13.04µm
_1169_,13.04µm
_1236_,13.04µm
_2581_,13.04µm
_3155_,13.04µm
_3178_,13.04µm
net657,13.04µm
_1892_,13.02µm
_2419_,13.02µm
_3318_,13.02µm
_2045_,13µm
_3106_,13µm
_3869_,13µm
_4261_,13µm
_0612_,12.96µm
_0735_,12.96µm
_2662_,12.96µm
_2834_,12.96µm
_3050_,12.96µm
_2622_,12.94µm
_3272_,12.94µm
_0456_,12.92µm
_1720_,12.92µm
_2643_,12.92µm
_3352_,12.92µm
_0509_,12.9µm
_1089_,12.9µm
_2621_,12.9µm
_2773_,12.895µm
_0052_,12.88µm
_1429_,12.88µm
_4333_,12.86µm
_1259_,12.84µm
_1838_,12.84µm
_2877_,12.84µm
_1230_,12.82µm
_2418_,12.82µm
_3932_,12.82µm
adder_inst.man_a_r\[17\],12.82µm
_2171_,12.8µm
_2172_,12.8µm
_3411_,12.8µm
_3810_,12.8µm
_3935_,12.8µm
_2915_,12.78µm
_0072_,12.76µm
_0075_,12.76µm
_1740_,12.76µm
_1864_,12.76µm
_2587_,12.76µm
_2821_,12.76µm
_0032_,12.74µm
_1439_,12.74µm
_1981_,12.74µm
_4275_,12.74µm
_1149_,12.72µm
_1304_,12.72µm
_2911_,12.72µm
_4233_,12.72µm
i_b[1],12.72µm
_1434_,12.7µm
_2099_,12.7µm
_2832_,12.7µm
_3526_,12.7µm
_0459_,12.66µm
_1069_,12.66µm
net173,12.66µm
_3315_,12.64µm
_0900_,12.62µm
_1270_,12.62µm
_2293_,12.62µm
_3184_,12.62µm
_3489_,12.62µm
_3702_,12.62µm
net65,12.62µm
_1983_,12.6µm
_4023_,12.6µm
_4036_,12.6µm
net57,12.6µm
_1102_,12.58µm
_2562_,12.58µm
overflow,12.58µm
_0945_,12.56µm
_2161_,12.56µm
_2474_,12.56µm
_2682_,12.56µm
_4257_,12.56µm
_4329_,12.55µm
o_res[6],12.55µm
_1013_,12.54µm
_1048_,12.54µm
_2442_,12.54µm
_2707_,12.54µm
_3014_,12.54µm
_3380_,12.54µm
_1002_,12.52µm
_2454_,12.52µm
_2828_,12.52µm
_1326_,12.5µm
_1502_,12.5µm
_2222_,12.5µm
_2800_,12.5µm
_3262_,12.48µm
_2010_,12.47µm
_0745_,12.46µm
_0780_,12.46µm
_1067_,12.46µm
_1080_,12.46µm
_1756_,12.46µm
_2747_,12.46µm
_3700_,12.46µm
_0887_,12.44µm
_1535_,12.44µm
_0928_,12.42µm
_1393_,12.42µm
_2241_,12.42µm
_3283_,12.42µm
_3304_,12.42µm
_3532_,12.42µm
_3674_,12.42µm
_4522_,12.42µm
multiplier_inst.man_final\[4\],12.42µm
_4472_,12.38µm
adder_inst.i_b\[12\],12.38µm
net569,12.38µm
_2960_,12.36µm
_1294_,12.34µm
_2412_,12.34µm
_3330_,12.34µm
adder_inst.i_a\[3\],12.34µm
net665,12.34µm
_3755_,12.335µm
_0784_,12.32µm
_2578_,12.3µm
_2050_,12.295µm
_1775_,12.28µm
_2265_,12.26µm
_2351_,12.26µm
_1515_,12.24µm
_2109_,12.24µm
net151,12.24µm
_0828_,12.225µm
_0953_,12.22µm
_1887_,12.22µm
_3901_,12.215µm
_2447_,12.2µm
_4204_,12.2µm
net81,12.2µm
_3123_,12.18µm
_2205_,12.16µm
_2521_,12.16µm
_3599_,12.16µm
_3339_,12.14µm
net77,12.12µm
net98,12.12µm
_0783_,12.1µm
_2301_,12.1µm
_3277_,12.1µm
_1750_,12.08µm
_3697_,12.08µm
_1177_,12.05µm
_1292_,12.05µm
_0918_,12.04µm
_1374_,12.04µm
_2152_,12.04µm
_2980_,12.04µm
_3721_,12.04µm
_4031_,12.04µm
_2040_,12.03µm
_0549_,12.02µm
_1776_,12.02µm
_2477_,12.02µm
_2097_,12µm
_4355_,11.995µm
_3715_,11.98µm
_4259_,11.98µm
_1028_,11.96µm
_1126_,11.96µm
_2062_,11.96µm
_4297_,11.96µm
_2989_,11.94µm
_0902_,11.92µm
_2804_,11.92µm
_2931_,11.92µm
net609,11.92µm
_3329_,11.91µm
_0890_,11.9µm
_1803_,11.9µm
_2640_,11.9µm
_2740_,11.9µm
_2812_,11.9µm
_0798_,11.88µm
_1357_,11.88µm
_1894_,11.88µm
_2034_,11.88µm
_3082_,11.88µm
_3373_,11.88µm
_4426_,11.88µm
_2196_,11.86µm
_3859_,11.86µm
_0565_,11.84µm
_0598_,11.84µm
_2190_,11.84µm
_0405_,11.83µm
_3781_,11.825µm
_1197_,11.82µm
_3643_,11.82µm
_4090_,11.82µm
_1182_,11.8µm
_2348_,11.8µm
_3110_,11.8µm
_4147_,11.8µm
i_b[3],11.8µm
_2378_,11.78µm
_3443_,11.78µm
_1011_,11.76µm
_2049_,11.76µm
_3854_,11.76µm
_4452_,11.76µm
_1552_,11.74µm
_3231_,11.74µm
_4112_,11.74µm
_4353_,11.74µm
net78,11.74µm
_1215_,11.725µm
_2631_,11.72µm
_4175_,11.72µm
multiplier_inst.man_final_r\[15\],11.72µm
_1410_,11.715µm
_1318_,11.7µm
_1476_,11.7µm
_3191_,11.7µm
